"Date","S/N","Tweet","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"27/06",24,"Believe God ❤️🦅",22,"1","2024-09-26T05:51:21.154064Z",22,118.346,"Normal","2024-09-26T05:51:21.154280Z"
"27/06",25,"Base On Believe He never disappoint",23,"1","2024-09-26T05:51:35.933673Z",23,6.99,"Normal","2024-09-26T05:51:35.933924Z"
"27/06",26,"God is the only Surest BACKUP ❤️🦅",24,"1","2024-09-26T05:51:46.169965Z",24,3.311,"Normal","2024-09-26T05:51:46.170120Z"
"27/06",27,"I love life! ❤️🦅",25,"1","2024-09-26T05:52:30.752604Z",25,37.925,"Normal","2024-09-26T05:52:30.752860Z"
"27/06/24",28,"Bitch , i wake up every morning look in the mirror kiss myself ! Sosa! ❤️🦅",26,"1","2024-09-26T05:53:07.843300Z",26,29.456,"Normal","2024-09-26T05:53:07.843544Z"
"24/06/24",29,"Life is love my friend! ❤️🦅",27,"1","2024-09-26T05:53:53.470541Z",27,6.011,"Normal","2024-09-26T05:53:53.470732Z"
"24/06/24",30,"Love everyone you love deeply. ❤️🦅",28,"1","2024-09-26T05:54:06.737043Z",28,5.081,"Normal","2024-09-26T05:54:06.737360Z"
"24/06/24",31,"Same as everyone on earth. Nothing special",29,"1","2024-09-26T11:41:29.924915Z",29,20819.897,"Normal","2024-09-26T11:41:29.925247Z"
"24/06/24",32,"No more war ❤️🦅",30,"1","2024-09-26T11:41:46.018241Z",30,6.497,"Normal","2024-09-26T11:41:46.018488Z"
"24/06/24",33,"You can’t live with one. Everyday’s a blessing ❤️🦅",31,"1","2024-09-26T13:57:10.772734Z",31,2.956,"Normal","2024-09-26T13:57:10.772995Z"
"24/06/24",34,"Free for another hour! Love you babies",32,"1","2024-09-26T13:57:17.073157Z",32,9.351,"Normal","2024-09-26T13:57:17.073353Z"
"24/06/24",35,"Still thinking what to call it . ❤️😇🦅",33,"1","2024-09-26T13:57:26.922094Z",33,3.398,"Normal","2024-09-26T13:57:26.922372Z"
"24/06/24",36,"lol ok let me explain where I’m at to you guys. I love God more now, love family,Love self and no hate in my heart for no man. Don’t mix my tweets up. Smoke a joint pls my babies ❤️🦅",34,"1","2024-09-26T13:57:56.932772Z",34,26.746,"Normal","2024-09-26T13:57:56.933130Z"
"24/06/24",37,"Smoke a joint before u read any of my tweets moving forward. ❤️🦅",35,"1","2024-09-26T13:58:15.011088Z",35,5.022,"Normal","2024-09-26T13:58:15.012067Z"
"24/06/24",38,"Y’all so foolish. Don’t mix up my tweets . I wish everybody well ❤️🦅",36,"1","2024-09-26T13:58:54.245155Z",36,10.27,"Offensive","2024-09-26T13:58:54.245406Z"
"24/06/24",39,"Now Enjoy your day my babies! Daddy loves you ! Spread love ! ❤️🦅",37,"1","2024-09-26T13:59:43.157682Z",37,41.049,"Normal","2024-09-26T13:59:43.157851Z"
"24/06/24",40,"That’s my daily rant on how much I love my family ❤️🦅😇",38,"1","2024-09-26T14:00:32.658310Z",38,44.449,"Normal","2024-09-26T14:00:32.658537Z"
"24/06/24",41,"Love you to the moon and back ❤️🦅😍",39,"1","2024-09-26T14:00:46.420975Z",39,6.988,"Normal","2024-09-26T14:00:46.421285Z"
"24/06/24",42,"My babies so beautiful! ❤️😇🦅",40,"1","2024-09-26T14:00:57.621457Z",40,7.29,"Normal","2024-09-26T14:00:57.621697Z"
"24/06/24",43,"He a trip 😂🤣❤️🦅",41,"1","2024-09-26T14:02:29.762413Z",41,88.207,"Normal","2024-09-26T14:02:29.762649Z"
"24/06/24",44,"😂🤣that’s his face when he mad ! 😂🤣",42,"1","2024-09-26T14:02:43.224573Z",42,6.037,"Offensive","2024-09-26T14:02:43.224806Z"
"24/06/24",45,"AJ the sweetest baby on earth 😩❤️🦅",43,"1","2024-09-26T14:03:02.474313Z",43,14.972,"Normal","2024-09-26T14:03:02.474542Z"
"24/06/24",46,"AJ cleans with mama the best😂🤣❤️🦅",44,"1","2024-09-26T14:03:10.213772Z",44,3.602,"Normal","2024-09-26T14:03:10.213926Z"
"24/06/24",47,"Saying a prayer for every understanding woman on earth! Your king loves you ❤️😎🦅",45,"1","2024-09-26T14:04:01.259387Z",45,5.683,"Normal","2024-09-26T14:04:01.259611Z"
"24/06/24",48,"Video shoot! 😂❤️🦅",46,"1","2024-09-26T14:04:11.163576Z",46,3.543,"Normal","2024-09-26T14:04:11.163867Z"
"24/06/24",49,"AJ gives the best kisses ! 😎❤️🦅",47,"1","2024-09-26T14:04:19.271975Z",47,4.595,"Normal","2024-09-26T14:04:19.272292Z"
"20/6/24",50,"Don jazzy!! amazing human! ❤️🦅",48,"1","2024-09-26T14:04:35.264152Z",48,6.538,"Normal","2024-09-26T14:04:35.264406Z"
"20/6/24",51,"Love you all stay blessed today and forever ! See you again soon ❤️🦅BIGWIZ",49,"1","2024-09-26T14:04:51.832967Z",49,6.544,"Normal","2024-09-26T14:04:51.833311Z"
"20/06/24",52,"Love you G ❤️🦅",50,"1","2024-09-26T14:05:04.787827Z",50,9.004,"Normal","2024-09-26T14:05:04.788154Z"
"20/06/24",53,"Promise I’ll come back often ❤️🦅",51,"1","2024-09-26T14:05:11.772604Z",51,2.882,"Normal","2024-09-26T14:05:11.772758Z"
"20/06/24",54,"Yo i truly love Ruger’s make way! ❤️🦅 that guy amazing!",52,"1","2024-09-26T14:05:27.820188Z",52,12.09,"Normal","2024-09-26T14:05:27.820444Z"
"20/06/24",55,"U are fucking amazing brother! Wish you nothing but Gods love protection and His continuous blessings ❤️🦅long life",53,"1","2024-09-26T14:05:42.527450Z",53,10.746,"Normal","2024-09-26T14:05:42.527602Z"
"20/06/24",56,"🤣😩🤣🤣🤣 everybody Dey mad for here !",54,"1","2024-09-26T14:05:57.935738Z",54,8.294,"Offensive","2024-09-26T14:05:57.935997Z"
"20/06/24",57,"No worry when I Jam boys later dem go do am for me . I no sabi do that one myself",55,"1","2024-09-26T14:06:28.750057Z",55,15.159,"Normal","2024-09-26T14:06:28.750262Z"
"20/06/24",58,"🤣😂 love it ❤️🦅",56,"1","2024-09-26T14:06:35.676855Z",56,3.392,"Normal","2024-09-26T14:06:35.677129Z"
"20/06/24",59,"Btw I don’t speak twitter language . Can some of you pls type properly so I know what to say 🤍. Thanks . I love you all 🦅",57,"1","2024-09-26T14:06:57.657390Z",57,7.31,"Normal","2024-09-26T14:06:57.657621Z"
"20/06/24",60,"Fc na cult 🦅",58,"1","2024-09-26T14:07:04.197657Z",58,3.036,"Normal","2024-09-26T14:07:04.198163Z"
"20/06/24",61,"I could start a church if I wanted 😎",59,"1","2024-09-26T14:07:18.480506Z",59,7.086,"Normal","2024-09-26T14:07:18.480806Z"
"20/06/24",62,"Kala no lie 🦅",60,"1","2024-09-26T14:07:25.776634Z",60,3.785,"Normal","2024-09-26T14:07:25.776796Z"
"20/06-24",63,"No Panic 🦅",61,"1","2024-09-26T14:07:59.970435Z",61,4.939,"Normal","2024-09-26T14:07:59.970585Z"
"20/06/24",64,"Cause calamity you go write comprehensive message ❤️🦅",62,"1","2024-09-26T14:09:35.754899Z",62,15.464,"Normal","2024-09-26T14:09:35.755169Z"
"20/06/24",65,"I see u weren’t raised by a good woman and love at home. Ayra star and Tems are amazing ❤️🦅",63,"1","2024-09-26T14:10:09.681800Z",63,22.49,"Offensive","2024-09-26T14:10:09.682076Z"
"20/06/24",66,"I Dey miss her everyday ❤️🦅",64,"1","2024-09-26T14:10:23.546981Z",64,8.846,"Normal","2024-09-26T14:10:23.547196Z"
"20/06/24",67,"Ojude Oba ❤️🦅",65,"1","2024-09-26T14:10:31.595645Z",65,2.831,"Normal","2024-09-26T14:10:31.595797Z"
"20/06/24",68,"After God na God. No go whine 🦅",66,"1","2024-09-26T14:10:41.164042Z",66,4.86,"Normal","2024-09-26T14:10:41.164317Z"
"20/06/24",69,"God na our no 1 and 2 ❤️🦅",67,"1","2024-09-26T14:10:50.962515Z",67,6.105,"Normal","2024-09-26T14:10:50.962670Z"
"20/06/24",70,"Jesus is King ❤️🦅",68,"1","2024-09-26T14:10:58.292583Z",68,3.29,"Normal","2024-09-26T14:10:58.292976Z"
"20/06-24",71,"Truly thankful to God for blessing me with all the tools 🦅",69,"1","2024-09-26T14:15:35.725194Z",69,13.093,"Normal","2024-09-26T14:15:35.725346Z"
"20/06/24",72,"King is Up!❤️🦅",70,"1","2024-09-26T14:15:44.340333Z",70,4.095,"Normal","2024-09-26T14:15:44.340613Z"
"16/6/24",73,"Father’s love ❤️🦅",71,"1","2024-09-26T14:15:50.752426Z",71,2.868,"Normal","2024-09-26T14:15:50.752657Z"
"12/6/24",74,"Life and truth the only currency ❤️🤍🦅",72,"1","2024-09-26T14:15:58.960570Z",72,5.229,"Normal","2024-09-26T14:15:58.960818Z"
"12/6/24",75,"Make sure u win in real life no deceive yourself ! U deserve it ❤️🦅",73,"1","2024-09-26T14:16:21.859450Z",73,5.997,"Normal","2024-09-26T14:16:21.859597Z"
"12/06/24",76,"Real life winners ! ❤️🦅✌️",74,"1","2024-09-26T14:16:30.211606Z",74,4.069,"Normal","2024-09-26T14:16:30.211757Z"
"12/06/24",77,"Millionaires in every currency ! 😇❤️🦅",75,"1","2024-09-26T14:16:41.144213Z",75,4.49,"Normal","2024-09-26T14:16:41.144447Z"
"7/6/24",78,"Amazing life 🦅",76,"1","2024-09-26T14:17:24.893290Z",76,32.126,"Normal","2024-09-26T14:17:24.893533Z"
"30/5/24",79,"Work smart make u no go Dey hustle like fool ❤️ 🦅",77,"1","2024-09-26T14:18:54.613422Z",77,4.339,"Normal","2024-09-26T14:18:54.613596Z"
"30/05/24",80,"Spread Love ❤️🦅",78,"1","2024-09-26T14:19:07.109555Z",78,8.261,"Normal","2024-09-26T14:19:07.110410Z"
"26/5/24",81,"Love yours ❤️🦅",79,"1","2024-09-26T14:19:14.603487Z",79,4.427,"Normal","2024-09-26T14:19:14.603716Z"
"21/5/24",82,"God’s art 🤍🦅",80,"1","2024-09-26T14:19:40.681161Z",80,19.303,"Normal","2024-09-26T14:19:40.681464Z"
"21/05/24",83,"Almost with you 😎😇✌️❤️🦅",81,"1","2024-09-26T14:19:48.117475Z",81,3.952,"Normal","2024-09-26T14:19:48.117647Z"
"20/5/24",84,"New blessings 🦅",82,"1","2024-09-26T14:19:54.732864Z",82,3.005,"Normal","2024-09-26T14:19:54.733080Z"
"12/5/24",85,"Everyday Mother’s Day forever ! ❤️🤍🕊️",83,"1","2024-09-26T14:20:02.718189Z",83,3.078,"Normal","2024-09-26T14:20:02.718410Z"
"2/5/24",86,"Jesus is King ❤️🦅",84,"1","2024-09-26T14:20:10.487858Z",84,3.539,"Normal","2024-09-26T14:20:10.488135Z"
"1/5/24",87,"This user no send una papa 😎❤️🦅",85,"1","2024-09-26T14:21:08.518296Z",85,12.023,"Normal","2024-09-26T14:21:08.518446Z"
"1/5/24",88,"In all things give thanks ❤️🦅",86,"1","2024-09-26T14:21:22.769976Z",86,9.631,"Normal","2024-09-26T14:21:22.770190Z"
"1/5/24",89,"Jesus is King! ❤️🦅",87,"1","2024-09-26T14:22:12.643840Z",87,3.998,"Normal","2024-09-26T14:22:12.643990Z"
"1/5/24",90,"😂🤣 in y’all wildest dreams! 😂😭 
I wish a nigga would 😎🦅",88,"1","2024-09-26T14:22:34.067697Z",88,11.876,"Normal","2024-09-26T14:22:34.067947Z"
"1/5/24",91,"God’s Love 🦅",89,"1","2024-09-26T14:22:42.364107Z",89,5.129,"Normal","2024-09-26T14:22:42.364339Z"
"30/4/24",92,"Good morning. Jah bless our day. Na beg we beg",90,"1","2024-09-26T14:22:49.227402Z",90,3.213,"Normal","2024-09-26T14:22:49.227632Z"
"29/4/24",93,"I don tire I Dey go sleep 😂 Jesus is King",91,"1","2024-09-26T14:26:16.384395Z",91,105.632,"Normal","2024-09-26T14:26:16.384684Z"
"29/4/24",94,"I got nun to say to u my boy! I can retire today and you still not on my level. You be influencer with a song writer . Wish u well ✌️",92,"1","2024-09-26T14:27:19.680825Z",92,26.188,"Normal","2024-09-26T14:27:19.681090Z"
"29/4/24",95,"U know what..no point. delusional niggas 😇 pray for y’all",93,"1","2024-09-26T14:28:53.607840Z",93,84.361,"Normal","2024-09-26T14:28:53.608688Z"
"29/4/24",96,"U and all ur crew plus ur pant washer song writer go to sleep at night thinking you actually got anything on me in music 🤣😂 wish u all well ✌️",94,"1","2024-09-26T14:29:11.016068Z",94,3.632,"Normal","2024-09-26T14:29:11.016319Z"
"29/4-24",97,"Abeg tell baba I Dey feel am die ! 😎❤️🦅",95,"1","2024-09-26T14:29:20.311753Z",95,2.989,"Normal","2024-09-26T14:29:20.311908Z"
"29/4-24",98,"Baba na baba 🦅",96,"1","2024-09-26T14:29:26.430148Z",96,2.783,"Normal","2024-09-26T14:29:26.430417Z"
"29/4/24",99,"Love everyone putting out dope shit! They all deserve to win! ❤️🦅",315,"1","2024-09-26T15:34:58.339722Z",97,16.377,"Normal","2024-09-26T15:34:58.339874Z"
"29/4/24",100,"lol never chatting to anyone signed to an influencer. Next",316,"1","2024-09-26T15:35:19.470966Z",98,16.835,"Normal","2024-09-26T15:35:19.471168Z"
"29/4/24",101,"Hmmm maybe next tmrw. I Dey free Monday again",317,"1","2024-09-26T15:35:28.201107Z",99,4.935,"Normal","2024-09-26T15:35:28.201273Z"
"28/4/24",102,"Farouk !",318,"1","2024-09-26T15:35:37.925901Z",100,3.22,"Normal","2024-09-26T15:35:37.926180Z"
"28/4/24",103,"He still lingers in there deep down on top of all these millions 😇",319,"1","2024-09-26T15:35:48.501311Z",101,5.575,"Normal","2024-09-26T15:35:48.501563Z"
"28/4/24",104,"😂😂😂😭😭 that’s a bully! Let’s leave him for now …”for now”",320,"1","2024-09-26T15:36:01.450724Z",102,9.383,"Normal","2024-09-26T15:36:01.450950Z"
"28-4-24",105,"Una really want me on my 50cent shit. lol hmmm…",321,"1","2024-09-26T15:36:11.456666Z",103,5.603,"Normal","2024-09-26T15:36:11.456898Z"
"28/4/24",106,"Everyday I get things to say but my mouth no good..😂",322,"1","2024-09-26T15:36:47.746251Z",104,32.348,"Normal","2024-09-26T15:36:47.746500Z"
"28/4/24",107,"I wish everybody luck 😇🤍🦅",323,"1","2024-09-26T15:36:58.205496Z",105,3.926,"Normal","2024-09-26T15:36:58.205640Z"
"1/4/24",108,"Money don’t buy love 🤍🦅",324,"1","2024-09-26T15:37:11.441966Z",106,8.756,"Normal","2024-09-26T15:37:11.442181Z"
"1/4/24",109,"That one na ur papa business🤍🦅",325,"1","2024-09-26T15:37:25.131345Z",107,7.695,"Offensive","2024-09-26T15:37:25.131536Z"
"1/4/24",110,"Gods love 🤍🦅",326,"1","2024-09-26T15:37:32.136921Z",108,3.212,"Normal","2024-09-26T15:37:32.137212Z"
"27/1/23",111,"More love less ego 💜",327,"1","2024-09-26T15:37:40.734316Z",109,2.83,"Normal","2024-09-26T15:37:40.734441Z"
"14/11/22",112,"Superstar ⭐️",328,"1","2024-09-26T15:37:46.731230Z",110,2.986,"Normal","2024-09-26T15:37:46.731517Z"
"11/9/22",113,"Biggest Bird! 🖤❤️🦅",329,"1","2024-09-26T15:37:55.662334Z",111,4.451,"Normal","2024-09-26T15:37:55.662552Z"
"2/2/22",114,"Mood!! 🖤♥️🦅",330,"1","2024-09-26T15:38:05.309282Z",112,4.588,"Normal","2024-09-26T15:38:05.309434Z"
"25/12/21",115,"Merry Christmas 🎄🦅♥️",331,"1","2024-09-26T15:38:14.934721Z",113,5.685,"Normal","2024-09-26T15:38:14.934966Z"
"19/12/21",116,"Suyaaaaaaaaaaa!!! ♥️🖤🦅🇳🇬",332,"1","2024-09-26T15:38:24.172928Z",114,4.407,"Normal","2024-09-26T15:38:24.173144Z"
"14/11/21",117,"Lagos to da world 🇳🇬♥️🦅",333,"1","2024-09-26T15:38:36.599268Z",115,7.725,"Normal","2024-09-26T15:38:36.599512Z"
"14/9/21",118,"Such a fucking vibe 💫",334,"1","2024-09-26T15:39:26.015461Z",116,44.682,"Normal","2024-09-26T15:39:26.015729Z"
"18/9/21",119,"Chicago 📍",335,"1","2024-09-26T15:39:34.341462Z",117,4.112,"Normal","2024-09-26T15:39:34.341623Z"
"1/9/21",120,"Steady 🎬",336,"1","2024-09-26T15:39:39.849853Z",118,2.299,"Normal","2024-09-26T15:39:39.849980Z"
"1/9/21",121,"UK! I love you 🇬🇧❤️",337,"1","2024-09-26T15:39:46.576116Z",119,2.668,"Normal","2024-09-26T15:39:46.576314Z"
"27/8/21",122,"Some fucking amazing shit! ❤️🖤🦅",338,"1","2024-09-26T15:39:52.931997Z",120,2.592,"Normal","2024-09-26T15:39:52.932231Z"
"27/08/21",123,"Some really good shit bih! 😂🖤❤️🦅",339,"1","2024-09-26T15:40:00.902752Z",121,4.763,"Normal","2024-09-26T15:40:00.903107Z"
"27/8/21",124,"Thank you . I love you 🖤❤️🦅",340,"1","2024-09-26T15:40:06.541093Z",122,2.724,"Normal","2024-09-26T15:40:06.541337Z"
"27/8/21",125,"I’m not even really the best in this shit.I just make some good shit!",341,"1","2024-09-26T15:40:16.122293Z",123,6.299,"Normal","2024-09-26T15:40:16.122522Z"
"27/8/21",126,"My brother Tay ! Wow! No words. Amazing",342,"1","2024-09-26T15:40:24.337072Z",124,4.356,"Normal","2024-09-26T15:40:24.337228Z"
"27/8/21",127,"And Tems is Magic. 💯",343,"1","2024-09-26T15:40:33.385360Z",125,3.947,"Normal","2024-09-26T15:40:33.385523Z"
"27/8/21",128,"And I hope you know Buju’s voice na 1 of 1.",344,"1","2024-09-26T15:40:46.166850Z",126,8.309,"Normal","2024-09-26T15:40:46.166998Z"
"27/08/21",129,"One day. I’m gon sit y’all down and explain how important Bella Shmurda’s voice is in African music.",345,"1","2024-09-26T15:41:02.755931Z",127,12.91,"Normal","2024-09-26T15:41:02.756700Z"
"27/08/21",130,"Thanks for da small small ad libs my g!! Back up vocals toh lovely! More BIG WiZ x Bella soon. 🖤🦅",346,"1","2024-09-26T15:41:23.573822Z",128,13.426,"Normal","2024-09-26T15:41:23.574112Z"
"12/06/24",131,"13 yrs since superstar ! First album! Thankful for all Gods blessings. Healthy family ! Blessed life! Love God ❤️ 🦅",347,"1","2024-09-26T15:41:34.428139Z",129,6.496,"Normal","2024-09-26T15:41:34.428452Z"
"12/06/24",132,"Big Wiz! Morayo legendary ❤️🦅",348,"1","2024-09-26T15:41:40.915340Z",130,3.354,"Normal","2024-09-26T15:41:40.915581Z"
"09/05/23",133,"New music! 💨",349,"1","2024-09-26T15:41:47.993047Z",131,3.953,"Normal","2024-09-26T15:41:47.993289Z"
"29/7/23",134,"Doors open at 4.30pm",350,"1","2024-09-26T15:41:57.180705Z",132,4.621,"Normal","2024-09-26T15:41:57.180933Z"
"13/4/23",135,"Frames! 👀",351,"1","2024-09-26T15:42:30.642859Z",133,3.168,"Normal","2024-09-26T15:42:30.643159Z"
"27/4/23",136,"Big announcement next week!! 👀",352,"1","2024-09-26T15:42:40.949892Z",134,7.408,"Normal","2024-09-26T15:42:40.950273Z"
"12/2/22",137,"Special announcement tomorrow! 👀",353,"1","2024-09-26T15:42:51.792596Z",135,3.042,"Normal","2024-09-26T15:42:51.792830Z"
"15/11/22",138,"One day to go! 👀",354,"1","2024-09-26T15:42:58.832184Z",136,3.689,"Normal","2024-09-26T15:42:58.832435Z"
"10/3/22",139,"True Love 💚🦅",355,"1","2024-09-26T15:43:05.354722Z",137,2.606,"Normal","2024-09-26T15:43:05.354876Z"
"2/8/22",140,"New music 😉",356,"1","2024-09-26T15:43:10.891136Z",138,2.567,"Normal","2024-09-26T15:43:10.891278Z"
"22/10/21",141,"Up next! 🦅",357,"1","2024-09-26T15:43:22.858922Z",139,8.388,"Normal","2024-09-26T15:43:22.859127Z"
"14/9/21",142,"Love you last night! We go again tonight !! 🖤🦅",358,"1","2024-09-26T15:43:36.083753Z",140,8.837,"Normal","2024-09-26T15:43:36.083862Z"
"16/8/21",143,"LONDON 👀👀",359,"1","2024-09-26T15:43:45.718852Z",141,5.394,"Normal","2024-09-26T15:43:45.718963Z"
"12/8/21",144,"Got something special for you guys tomorrow 🦅❤️🇳🇬",360,"1","2024-09-26T15:44:00.331613Z",142,7.521,"Normal","2024-09-26T15:44:00.331843Z"
"18/7/21",145,"BIG WIZ 🦅",361,"1","2024-09-26T15:44:06.278799Z",143,3.057,"Normal","2024-09-26T15:44:06.278918Z"
"25/6/21",146,"BIG WIZ 🇺🇸",362,"1","2024-09-26T15:44:12.575360Z",144,2.602,"Normal","2024-09-26T15:44:12.575511Z"
"19/6/21",147,"Lagos play 🦅😈⚽️",363,"1","2024-09-26T15:44:19.969422Z",145,4.003,"Normal","2024-09-26T15:44:19.969616Z"
"19/6/21",148,"Mood",364,"1","2024-09-26T15:44:38.119646Z",146,4.138,"Normal","2024-09-26T15:44:38.119795Z"
"4/6/21",149,"Essence 🇳🇬❤️🦅",365,"1","2024-09-26T15:44:51.770829Z",147,8.037,"Normal","2024-09-26T15:44:51.771060Z"
"11/5/21",150,"Through da night 🤫 .....",366,"1","2024-09-26T15:44:59.723666Z",148,4.255,"Normal","2024-09-26T15:44:59.723822Z"
"5/5/21",151,"Starboy on the road soon! 😎",367,"1","2024-09-26T15:45:11.728471Z",149,3.265,"Normal","2024-09-26T15:45:11.728629Z"
"9/3/21",152,"Twin! 🖤🦅",368,"1","2024-09-26T15:45:18.040597Z",150,2.591,"Normal","2024-09-26T15:45:18.040818Z"
"24/12/20",153,"Patoranking “Abule” ! Hardest jam Abeg! Hardest!!",369,"1","2024-09-26T15:45:27.272328Z",151,4.857,"Normal","2024-09-26T15:45:27.272565Z"
"19/11/20",154,"Forever ❤️🇳🇬",370,"1","2024-09-26T15:45:32.756635Z",152,2.627,"Normal","2024-09-26T15:45:32.756865Z"
"19/11/20",155,"Nigeria!!!! 🇳🇬🇳🇬🇳🇬",371,"1","2024-09-26T15:45:40.490970Z",153,4.28,"Normal","2024-09-26T15:45:40.491246Z"
"19/11/20",156,"Joro 🌪",372,"1","2024-09-26T15:45:48.073897Z",154,2.724,"Normal","2024-09-26T15:45:48.074106Z"
"19/11/20",157,"Made In Lagos 🇳🇬",373,"1","2024-09-26T15:45:54.552338Z",155,2.553,"Normal","2024-09-26T15:45:54.552553Z"
"19/11/20",158,"Wizkid FC 🇳🇬",374,"1","2024-09-26T15:46:00.781089Z",156,3.086,"Normal","2024-09-26T15:46:00.781315Z"
"19/11/20",159,"True Love! ❤️❤️❤️",375,"1","2024-09-26T15:46:09.776504Z",157,1.844,"Normal","2024-09-26T15:46:09.776695Z"
"19/11/20",160,"Long time 🎥",376,"1","2024-09-26T15:46:16.640833Z",158,2.133,"Normal","2024-09-26T15:46:16.640983Z"
"19/11/20",161,"Bad energy!",377,"1","2024-09-26T15:46:22.721076Z",159,3.096,"Normal","2024-09-26T15:46:22.721267Z"
"19/11/20",162,"My brother 4 life!",378,"1","2024-09-26T15:46:31.555683Z",160,3.029,"Normal","2024-09-26T15:46:31.555941Z"
"19/11/20",163,"Blessed ❤️",379,"1","2024-09-26T15:46:38.897629Z",161,2.541,"Normal","2024-09-26T15:46:38.897825Z"
"19/11/20",164,"Julie Adenuga ❤️",380,"1","2024-09-26T15:46:45.754048Z",162,2.709,"Normal","2024-09-26T15:46:45.754293Z"
"7/11/20",165,"My Fans & family! ♥️",381,"1","2024-09-26T15:46:53.947306Z",163,2.844,"Normal","2024-09-26T15:46:53.947403Z"
"7/11/20",166,"I see you ooo! ♥️",382,"1","2024-09-26T15:47:05.293790Z",164,2.947,"Normal","2024-09-26T15:47:05.294059Z"
"7/11/20",167,"No stress! 🦅",383,"1","2024-09-26T15:47:14.089935Z",165,2.223,"Normal","2024-09-26T15:47:14.090211Z"
"7/11/20",168,"Hard as fuck! 🦅",384,"1","2024-09-26T15:47:39.415387Z",166,8.94,"Normal","2024-09-26T15:47:39.415540Z"
