Date,S/N,Tweet,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at
16/02/2023,58,"
I no fit force am if e don pass my power 🤷🏽‍♂️",61,1,2024-09-24T13:14:31.702089Z,58,7.432,Normal,2024-09-24T13:14:31.702089Z
21/01/2023,59,"
Blame it on features , some underrate us… but it’s only cause there’s NOBODY that made us.",62,1,2024-09-24T13:15:28.098587Z,59,46.006,Normal,2024-09-24T13:15:28.098587Z
21/01/2023,60,I was wilding out and they thought they could tame us 🐅🐉 https://music.apple.com/ng/album/wo-wo-remix/1664572401?i=1664572409,63,1,2024-09-24T13:15:34.725626Z,60,6.829,Offensive,2024-09-25T10:31:31.605859Z
31/12/2022,61,"My timing different. No rush , no pressure, what will be will be. I will be the greatest my generation has seen. I will be excel in all my endeavors. No pressure.",64,1,2024-09-24T13:15:49.701508Z,61,11.607,Normal,2024-09-24T13:15:49.701508Z
04/12/2022,62,"
No check time with another man clock.",65,1,2024-09-24T13:15:54.319182Z,62,1.531,Normal,2024-09-24T13:15:54.319182Z
01/12/2022,63,"
I don’t take any of you for granted. Ever.",66,1,2024-09-24T13:17:24.848438Z,63,87.134,Normal,2024-09-24T13:17:24.848438Z
23/11/2022,64,"
Lmao Bayarn has woken up 😂😂 Byeeee.",67,1,2024-09-24T13:17:32.793297Z,64,4.653,Normal,2024-09-24T13:17:32.793297Z
22/11/2022,65,"
@deoors
Glad you got the line 😂 you no wise on this app normally",68,1,2024-09-25T09:00:24.294810Z,65,17.141,Offensive,2024-09-25T10:31:55.631360Z
23/11/2022,66,"
Grow some hair 😘",69,1,2024-09-25T09:00:29.448075Z,66,3.095,Offensive,2024-09-25T10:32:02.901297Z
23/11/2022,67,"
Move funny , I’ll be Sam Loco.",70,1,2024-09-25T09:00:34.601750Z,67,4.305,Normal,2024-09-25T10:32:10.831256Z
23/11/2022,68,"
I suppose don call your mama join make she send 🤭",71,1,2024-09-25T09:00:40.422283Z,68,4.983,Offensive,2024-09-25T10:32:18.451278Z
23/11/2022,69,"
Never faked it a day in my life!! On my mother!! Nothing forced! You like it or you don’t !! That’s how music should be!!",72,1,2024-09-25T09:00:49.605317Z,69,12.978,Normal,2024-09-25T10:32:30.535484Z
20/11/2022,70,"
Caroline save your drama , you don’t need me in your soap opera o",73,1,2024-09-25T09:00:56.536971Z,70,6.754,Offensive,2024-09-25T10:32:36.424354Z
30/10/2022,71,"
Make dem ban money 😔",74,1,2024-09-25T09:01:45.973624Z,71,2.658,Normal,2024-09-25T09:01:45.973624Z
28-20-2022,72,"
Shey you dey whine me niiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiooooooooooooooooooo",75,1,2024-09-25T09:01:53.027570Z,72,4.193,Normal,2024-09-25T09:01:53.027570Z
28/10/2022,73,"
Eweeeeeeeeeee 
@wizkidayo
 😩😩😩😩",76,1,2024-09-25T09:02:01.452820Z,73,3.249,Normal,2024-09-25T09:02:01.452820Z
23/10/2022,74,"
I don’t have a Boss. Like not a single person I answer to.😂
God really listened me. Unruly 🥇😈",77,1,2024-09-25T09:02:13.407609Z,74,11.406,Normal,2024-09-25T10:32:53.112577Z
22/10/2022,75,"
“Je ki awon padi mi ma biiza, thank you” 

Dey pray for your friends.",78,1,2024-09-25T09:02:19.712717Z,75,1.138,Normal,2024-09-25T09:02:19.712717Z
10/10/2022,76,"
If you stop to look at what the next man is doing and not focus on what you’re supposed to be doing , you’re losing slowly. Trust yourself.",79,1,2024-09-25T09:02:28.715571Z,76,4.149,Normal,2024-09-25T09:02:28.715571Z
10/10/2022,77,"
I just be tweeting whatever I like , ABSOLUTELY no one is forcing anything on any of you 😂😂 Funny people 

TRABOSKIIII!!",80,1,2024-09-25T09:02:43.003051Z,77,15.201,Offensive,2024-09-25T10:33:17.362319Z
02/10/2022,78,"
If you’re at the club and you’re already drunk /high and your friend tries to pass you another shot/glass/join , tell am say you don TRABOSKI 😩",81,1,2024-09-25T09:02:56.619961Z,78,9.181,Normal,2024-09-25T09:02:56.619961Z
07/09/2022,79,"
It’s your fault if you don’t know me.",82,1,2024-09-25T09:03:01.487091Z,79,4.395,Offensive,2024-09-25T10:33:27.084323Z
07/09/2022,80,"
The hate in your heart won’t stop God’s blessings. We up forever ❤️",83,1,2024-09-25T09:03:09.843683Z,80,1.744,Normal,2024-09-25T09:03:09.843683Z
30/08/2022,81,"
Sometimes I wish I could come outside of me and clap for myself cause i dey try.",84,1,2024-09-25T09:03:17.734970Z,81,4.488,Normal,2024-09-25T09:03:17.734970Z
27/08/2022,82,"
Wherever you go just make sure you no be lost and found 👂🏽",85,1,2024-09-25T09:03:27.580208Z,82,11.719,Offensive,2024-09-25T10:33:47.951252Z
25/08/2022,83,"
Think you’re moving funny ? I’ll be Sam loco. Let’s go.",86,1,2024-09-25T09:03:32.765484Z,83,3.988,Offensive,2024-09-25T10:33:53.711353Z
25/08/2022,84,"
Man had to body shame? 😞💀 hurt him deeeeep 😂",87,1,2024-09-25T09:03:38.256759Z,84,3.891,Offensive,2024-09-25T10:33:58.741276Z
18/08/2022,85,"
My since deleted tweet stating that I spat in a police officers face was an idiomatic expression to say I disrespected a police officer to his face and not the literal way people may have taken it on social media. I do not support violence or abuse against the police in any form.",88,1,2024-09-25T09:03:55.891517Z,85,20.308,Offensive,2024-09-25T10:34:11.161063Z
18/08/2022,86,"
yesterday I was in a life threatening situation which caused me to lash out due to the physical assault on me by some policemen who have now been brought to book . however , I just want to focus on what’s important to me , my music. Thank you for all the love and concern ❤️",89,1,2024-09-25T09:04:07.685538Z,86,9.241,Normal,2024-09-25T09:04:07.685538Z
18/08/2022,87,"
I stood on my right as a responsible Nigerian, despite the violence against my person and I do not want my deleted tweet to be taken seriously. 

 I appreciate the swift intervention of some reputable police officers on this matter too. Love❤️",90,1,2024-09-25T09:04:15.966349Z,87,5.874,Normal,2024-09-25T09:04:15.966349Z
13/08/2022,88,"
Na why I no dey like put money on this team be this",91,1,2024-09-25T09:04:22.633957Z,88,3.358,Normal,2024-09-25T09:04:22.633957Z
06/08/2022,89,"
Beauty Underneath Just Understood is what Buju means , I only decided to use my surname Benson as my artiste name to avoid losing all my work to copyrights or whatsoever. Safety first but that’s still me and I can’t blame anyone for still calling me Buju. I own it.",92,1,2024-09-25T09:04:46.134011Z,89,18.897,Normal,2024-09-25T09:04:46.134011Z
21/07/2022,90,"
Why do people have a problem with getting blocked? Like you follow me , spew negativity about me and I help you out of your misery and na me still do bad? 🤷🏽‍♂️",93,1,2024-09-25T09:04:52.218152Z,90,12.884,Offensive,2024-09-25T10:34:41.931350Z
21/07/2022,91,"
“Fefenefe , na the beauty of a woman”

y’all don’t know about that clearly 😂",94,1,2024-09-25T09:05:05.228719Z,91,9.341,Normal,2024-09-25T10:34:53.896940Z
23/06/2022,92,"
They must see me raising hell and disturbing Satan.",95,1,2024-09-25T09:05:11.705795Z,92,3.907,Offensive,2024-09-25T10:35:02.311371Z
16/05/2022,93,"
They’ve reached back to me and everything is fine. They just needed some more time but I’m happy they’re doing the right thing. ❤️",96,1,2024-09-25T09:05:19.931321Z,93,5.135,Normal,2024-09-25T09:05:19.931321Z
14/05/2022,94,"
I know better than to bring sensitive matters to ‘social media court’ …especially when it’s a lie. no matter how tempting. Enjoy the mud and dirt. I want no parts of it.",97,1,2024-09-25T09:05:29.289017Z,94,11.381,Offensive,2024-09-25T10:35:15.941334Z
14/05/2022,95,If you be my fan and you dey blow 🌳 hit me uppp!! 😂😂,98,1,2024-09-25T09:05:40.496790Z,95,6.735,Offensive,2024-09-25T10:35:22.376097Z
14/05/2022,96,"
If you make food for the less privileged please hit me up. ❤️",99,1,2024-09-25T09:05:47.927560Z,96,4.028,Normal,2024-09-25T09:05:47.927560Z
13/05/2022,97,"
Burna Boy just gave me the best birthday gift ever! 😭❤️",100,1,2024-09-25T09:05:53.170434Z,97,2.142,Normal,2024-09-25T09:05:53.170434Z
09/04/2022,98,“Judge a man by his actions and not what people say about him”,101,1,2024-09-25T09:06:02.567673Z,98,4.945,Normal,2024-09-25T09:06:02.567673Z
08/04/2022,99,"
If there’s something you want me to do and  I’m kinda slow on it … give me money.",102,1,2024-09-25T09:06:11.660800Z,99,5.709,Normal,2024-09-25T09:06:11.660800Z
04/04/2022,100,"“Asking questions like ‘why it wasn’t us?’ almost had a nigga feeling envious, serious…tell em say they can’t bury us” - Damini ⭐️",103,1,2024-09-25T09:06:23.412176Z,100,14.352,Offensive,2024-09-25T10:35:55.159305Z
03/04/2022,101,"
The facts that you cannot celebrate another without dragging me into it says a lot ☺️ https://t.co/kM34LmYqWZ",104,1,2024-09-25T09:06:32.834328Z,101,6.385,Offensive,2024-09-25T10:36:01.725013Z
31/03/2022,102,"
Plus you thinking I don’t deliver on any song is impossible ffs. Just lie lie 😂",105,1,2024-09-25T09:06:40.904246Z,102,9.844,Offensive,2024-09-25T10:36:11.476918Z
31/03/2022,103,"
Nothing forced around here please , great music , great vibes , great lyrics ..e no pass like that.",106,1,2024-09-25T09:06:48.817259Z,103,7.109,Normal,2024-09-25T10:36:18.465898Z
31/03/2022,104,"
There’s so much more to this music shit than you understand but from the position you are you can think whatever + someone else’s fuck up could make you look bad but yeah “For Days” out now everywhere 🌍❤️",107,1,2024-09-25T09:06:57.585856Z,104,3.618,Normal,2024-09-25T09:06:57.585856Z
29/03/2022,105,"
Country unsafe , citizens insensitive . Sick💔",108,1,2024-09-25T09:07:03.578371Z,105,20.279,Offensive,2024-09-25T10:36:49.094329Z
04/03/2022,106,"
I don’t think it’s necessary, I’ll be damned if there’s somebody that can do like me..",109,1,2024-09-25T09:07:22.592176Z,106,14.754,Normal,2024-09-25T09:07:22.592176Z
25/02/2022,107,Free Zinoleesky,110,1,2024-09-25T09:07:32.118097Z,107,1.899,Normal,2024-09-25T09:07:32.118097Z
22/02/2022,108,"
The odds were against me , still against me but with God 🦅",111,1,2024-09-25T09:07:38.382218Z,108,1.128,Normal,2024-09-25T09:07:38.382218Z
18/02/2022,109,"
I’m so sorry the network sooo terrible we might need to move the space to another time when I have better connection.",112,1,2024-09-25T09:07:46.381920Z,109,2.392,Normal,2024-09-25T09:07:46.381920Z
29/01/2022,110,When I touch!🇳🇬😂,113,1,2024-09-25T09:07:51.103598Z,110,1.002,Normal,2024-09-25T09:07:51.103598Z
10/01/2022,111,"
Kizz Daniel and I were recording and he paused to sing “as long as the Hennessy for my cup e never finish , Wetin I feel I go talk am finish..” then says 
“Kilo ma n worry e boboyi?” 😂😂",114,1,2024-09-25T09:08:08.695485Z,111,9.912,Normal,2024-09-25T09:08:08.695485Z
08/01/2022,112,"
I’m in this big ass competition with myself! Like I gotta write better than I wrote the last time and flow a lot harder than I did before! Motivating really.✨",115,1,2024-09-25T09:08:18.626152Z,112,6.249,Normal,2024-09-25T09:08:18.626152Z
25/12/2021,113,"I no want stress, I no want wahala , I’ll block you I no send your father. My future too bright my brother , so I no want stress I no want wahala 🤷🏽‍♂️",116,1,2024-09-25T09:08:31.838533Z,113,13.646,Offensive,2024-09-25T10:37:27.447948Z
24/12/2021,114,"I just needed 20 more minutes before they shut us down to give you guys Lojay , Joeboy and Oxy and e pain me diee 😭💔 didn’t even play Testimony or Confident 💔💔",118,1,2024-09-25T10:37:42.121154Z,114,8.714,Offensive,2024-09-25T10:37:42.121154Z
23/12/2021,115,"
I love you to the death of me!!! Thank you for surprising me like that!! 
@burnaboy
 HIGHESTTTTTT!!!!!! ❤️❤️❤️",119,1,2024-09-25T10:37:49.474450Z,115,2.232,Offensive,2024-09-25T10:37:49.474450Z
23/12/2021,116,"
Plus I told you nobody could ever afford this line up 😂😂 your back and your spinal cord e go break 😂😂",120,1,2024-09-25T10:37:56.802146Z,116,3.8,Offensive,2024-09-25T10:37:56.802146Z
17/12/2021,117,"
Lool no try am o 😂😭😭",121,1,2024-09-25T10:38:01.253552Z,117,1.444,Offensive,2024-09-25T10:38:01.253552Z
13/12/2021,118,"If God loves the person you hate , you’re in trouble!!",122,1,2024-09-25T10:38:13.145439Z,118,7.114,Normal,2024-09-25T10:38:13.145439Z
29/11/2021,119,"
I ALWAYS DO THAT!! But bad belle go feel am too ❤️ enough to go round",123,1,2024-09-25T10:38:19.505224Z,119,1.457,Offensive,2024-09-25T10:38:19.505224Z
28/11/2021,120,"
Lool I don’t even know what show this is but keep your money if you can’t afford it ❤️",124,1,2024-09-25T10:38:29.542704Z,120,6.157,Offensive,2024-09-25T10:38:29.542704Z
23/11/2021,121,I be bad boy eleniyan confirm me 🥵,125,1,2024-09-25T10:38:37.087698Z,121,1.539,Normal,2024-09-25T10:38:37.087698Z
22/11/2021,122,"
Playing football tomorrow 😂😂 let’s go babyyyy!! 😂😂",126,1,2024-09-25T10:38:41.471230Z,122,1.199,Normal,2024-09-25T10:38:41.471230Z
21/11/2021,123,"
Bruh I’m just sad and cold but I go still go perform tonight . Madness man",127,1,2024-09-25T10:38:57.628237Z,123,12.123,Normal,2024-09-25T10:38:57.628237Z
13/11/2021,124,"
Twitter NG : 
“Xyz is better than Buju , has xyz million streams over Buju’s career “

Ckay got more streams than everyone of his peers but y’all clowned that man for achieving more than you and your siblings. Normal level , y’all dumber than goats but what’s new?",128,1,2024-09-25T10:39:11.021261Z,124,6.176,Offensive,2024-09-25T10:39:11.021261Z
30/10/2021,125,"
Project was curated by my team and I and trust I was skeptical about some of their choices as well but I listened to them because after a bit of patience and trusting their vision , it’s that project to single me out as one of the best writers around.",129,1,2024-09-25T10:39:23.046197Z,125,8.075,Normal,2024-09-25T10:39:23.046197Z
30/10/2021,126,"
Believe me when I say , JAMSS DEYYY!!
 I know how to make you move your body and danceee to music , you know I do but ..this time , this very one time I want to move your mind.",130,1,2024-09-25T10:39:33.683523Z,126,6.625,Normal,2024-09-25T10:39:33.683523Z
30/10/2021,127,"
Mehn I don’t ever fail to bring the heat and ain’t nobody stopping this so you can watch and see.",131,1,2024-09-25T10:39:40.481393Z,127,3.212,Normal,2024-09-25T10:39:40.481393Z
20/10/2021,128,"
To our fallen heroes and everyone who risked their lives for our future , we will NEVER forget you! ❤️#ENDSARS",132,1,2024-09-25T10:39:47.803824Z,128,6.701,Normal,2024-09-25T10:39:47.803824Z
14/10/2021,129,"
Everybody else just vibing no be lie",133,1,2024-09-25T10:39:56.691067Z,129,2.869,Normal,2024-09-25T10:39:56.691067Z
14/10/2021,130,"
Emi Delivery boy?! 😭 NO FUCKING MISSES!!",134,1,2024-09-25T10:40:02.635935Z,130,2.679,Offensive,2024-09-25T10:40:02.635935Z
12/10/2021,131,"
“too late to go back so I’m on my shit , man I promise cause of me my people gon die rich.” - Buju",135,1,2024-09-25T10:40:16.474514Z,131,10.099,Offensive,2024-09-25T10:40:16.474514Z
30/09/2021,132,"
Whole time I was grinding I’ve been trying to achieve ..working every night yunno my people no dey sleeeep... BURNAAAAAA!!",136,1,2024-09-25T10:40:33.491071Z,132,13.275,Normal,2024-09-25T10:40:33.491071Z
19/09/2021,133,"
As e dey pain you , naso e go dey sweet us 😂❤️ Sleep on who??🤣",137,1,2024-09-25T10:40:38.301053Z,133,1.448,Offensive,2024-09-25T10:40:38.301053Z
19/09/2021,134,"
Lool una go dey vex till the end ni o",138,1,2024-09-25T10:40:44.571216Z,134,1.801,Offensive,2024-09-25T10:40:44.571216Z
08/09/2021,135,"
Anything I desire , I go recieveeeeeee!!! 

I sing that part w so much faith ❤️",139,1,2024-09-25T10:42:09.384310Z,135,4.06,Normal,2024-09-25T10:42:09.384310Z
03/09/2021,136,"
I go steal your soap next time. Na me fuckup last time 😭",140,1,2024-09-25T10:42:14.091410Z,136,1.005,Offensive,2024-09-25T10:42:14.091410Z
03/09/2021,137,"
Bro I pray for the grace Eleniyan has. I swear you can’t even understand what this man just did!!! O2 arena sold-out TWICE!! 🤯🤯🤯 Still going for a 3rd too?? Sleep don commot for my eyeeee😭",141,1,2024-09-25T10:42:23.667157Z,137,5.048,Normal,2024-09-25T10:42:23.667157Z
23/08/2021,138,"
Come on mannn 🥵🥵🥵🥵🥵🥵",142,1,2024-09-25T10:42:30.685453Z,138,3.407,Offensive,2024-09-25T10:42:30.685453Z
01/06/2021,139,"@BNXN
·
Jun 1, 2021
I feel this is so so close but God’s timing always ❤️🙏🏽 ",143,1,2024-09-25T10:42:35.521059Z,139,1.454,Normal,2024-09-25T10:42:35.521059Z
22/08/2021,140,"@BNXN
·
Aug 22, 2021
You go cry burst ❤️ https://x.com/AkinsVicky/sta/AkinsVicky/status/1429435439618805769",144,1,2024-09-25T10:42:44.451453Z,140,5.349,Offensive,2024-09-25T10:42:44.451453Z
