Date,S/N,Tweet,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at
13/04/2024,149,"NYC is always a vibe 🗽Thank you to 
@TheGarden
 for having me, got to get my own jersey and see the 
@nyknicks
 comeback and get that W before we come back on Wednesday to bring the house down⏳

https://msg.com/calendar/madison-square-garden-april-2024-davido",894,1,2024-09-25T21:59:14.439102Z,2148,1.321,Normal,2024-09-25T21:59:14.439102Z
13/04/2024,150,There’s no formula … nah God,895,1,2024-09-25T21:59:20.079275Z,2149,1.555,Normal,2024-09-25T21:59:20.079275Z
13/04/2024,151,Never give up,896,1,2024-09-25T21:59:24.625919Z,2150,1.281,Normal,2024-09-25T21:59:24.625919Z
13/04/2024,152,"Thanks for having me !! See yall Wednesday 
@TheGarden",897,1,2024-09-25T21:59:30.410832Z,2151,1.849,Normal,2024-09-25T21:59:30.410832Z
12/04/2024,153,New York pop up ??  🗽🇺🇸,898,1,2024-09-25T21:59:51.382143Z,2152,7.77,Normal,2024-09-25T21:59:51.382143Z
12/04/2024,154,"NYC WE HERE ! LET THE GAMES  BEGIN !! 
@TheGarden",899,1,2024-09-25T22:00:00.328345Z,2153,5.802,Normal,2024-09-25T22:00:00.328345Z
11/04/2024,155,U no Dey disappoint,900,1,2024-09-25T22:00:06.542096Z,2154,2.242,Normal,2024-09-25T22:00:06.542096Z
11/04/2024,156,The boy no Dey take insult .. if u jonze dem go give u uppercut! 🔥,901,1,2024-09-25T22:00:13.520646Z,2155,1.443,Offensive,2024-09-25T22:00:13.520646Z
09/04/2024,157,NYC 🛩️,902,1,2024-09-25T22:00:18.127713Z,2156,1.926,Normal,2024-09-25T22:00:18.127713Z
09/04/2024,158,My wifes birthday in a bit !! We’re running mad!!!!!! We must celebrate a great woman!,903,1,2024-09-25T22:00:24.244573Z,2157,2.427,Normal,2024-09-25T22:00:24.244573Z
08/04/2024,159,A new season is upon us  🚜🛠️,904,1,2024-09-25T22:00:28.753351Z,2158,1.613,Normal,2024-09-25T22:00:28.753351Z
06/04/2024,160,Dey don’t  play bout me cuzzo 😂,905,1,2024-09-25T22:00:45.488567Z,2159,5.064,Normal,2024-09-25T22:00:45.488567Z
