Date,S/N,Tweet,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at
17/02/2024,41,🇧🇸 Bahamas Tonight!!!,286,1,2024-09-25T11:16:38.429969Z,1040,2.387,Normal,2024-09-25T11:16:42.817574Z
11/02/2024,42,Walahi! 🤣,287,1,2024-09-25T11:16:47.569875Z,1041,0.999,Normal,2024-09-25T11:16:47.569875Z
11/02/2024,43,Help me! Help me! Dem dey carry me go where I nor know!! 😂🤣,288,1,2024-09-25T11:16:53.914032Z,1042,2.807,Normal,2024-09-25T11:16:53.914032Z
07/02/2024,44,"Congratulations @NGSuperEagles !! Can’t Wait to watch the finals on Sunday 💫. 
🇳🇬🇳🇬🇳🇬",289,1,2024-09-25T11:16:58.677682Z,1043,1.21,Normal,2024-09-25T11:16:58.677682Z
12/01/2024,45,Now you’re just like me 🎶,290,1,2024-09-25T11:17:03.344612Z,1044,0.952,Normal,2024-09-25T11:17:03.344612Z
12/01/2024,46,Let’s gooooo 🚀🚀,291,1,2024-09-25T11:17:07.456419Z,1045,0.859,Normal,2024-09-25T11:17:07.456419Z
11/01/2024,47,Clean like a 🙏🏾 song,292,1,2024-09-25T11:17:11.825608Z,1046,1.105,Normal,2024-09-25T11:17:11.826615Z
09/01/2024,48,Happy birthday Mali @FamilyKabs ❤️,293,1,2024-09-25T11:17:17.096428Z,1047,0.96,Normal,2024-09-25T11:17:17.096428Z
01/01/2024,49,Thank God we made it here! #HappyNewYear2024 🎉❤️,294,1,2024-09-25T11:17:22.580303Z,1048,2.157,Normal,2024-09-25T11:17:22.581311Z
22/12/2023,50,Touch down oso geme! @phynofino,295,1,2024-09-25T11:17:26.601427Z,1049,0.994,Normal,2024-09-25T11:17:26.601427Z
20/12/2023,51,Do we look like we give a F*$k? ffm.to/doiremix #DOIREMIX @phynofino 🩸🔓,296,1,2024-09-25T11:17:31.095296Z,1050,1.274,Offensive,2024-09-25T11:17:31.095296Z
17/12/2023,52,"My Grandma used to be the one crying for me to come back home, now she’s on edge every time I come back home and is already asking when I’m leaving. This is why I made “Thanks”. I’m rolling with only her this December for peace to reign.",297,1,2024-09-25T11:17:43.791205Z,1051,8.877,Normal,2024-09-25T11:17:43.791205Z
12/12/2023,53,Finish them!!! 🔥🔥🔥,298,1,2024-09-25T11:18:02.182138Z,1052,10.455,Offensive,2024-09-25T11:18:02.182138Z
11/12/2023,54,"First time trying the light wave, Cologne you killed it! 🇩🇪❤️🥺 #ITOLDTHEMTOUR",299,1,2024-09-25T11:18:12.758708Z,1053,6.165,Normal,2024-09-25T11:18:12.758708Z
11/12/2023,55,🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪 NO SIGN OF WEAKNESS!! #ITOLDTHEMTOUR,300,1,2024-09-25T11:18:16.784339Z,1054,0.959,Normal,2024-09-25T11:18:16.784339Z
09/12/2023,56,hated by my Inferiors for having NO superiors.,301,1,2024-09-25T11:18:21.151741Z,1055,1.074,Normal,2024-09-25T11:18:21.151741Z
09/12/2023,57,Wisdom is the manifestation of knowledge. Manifestations means man speaking action. Thus Wisdom is knowledge put into activation. Peace.,302,1,2024-09-25T11:18:26.649514Z,1056,1.749,Normal,2024-09-25T11:18:26.649514Z
26/11/2023,58,"“Peace is the absence of confusion.”
– RZA #ITOLDTHEMTOUR",303,1,2024-09-25T11:18:31.676903Z,1057,0.961,Normal,2024-09-25T11:18:31.676903Z
29/11/2023,59,Comparing British & Nigerian Food | Snack Wars,304,1,2024-09-25T11:18:35.819680Z,1058,0.788,Normal,2024-09-25T11:18:35.819680Z
19/11/2023,60,Thank you @BBMAs ! #BBMAs #ITOLDTHEM,305,1,2024-09-25T11:18:40.029862Z,1059,1.077,Normal,2024-09-25T11:18:40.029862Z
18/11/2023,61,"Alas, ODOGWU no be nickname 💦 #ITOLDTHEMTOUR",306,1,2024-09-25T11:18:46.595160Z,1060,1.38,Normal,2024-09-25T11:18:46.595160Z
17/11/2023,62,"Tables don’t turn, na who get sense dey change him chair.
 #ITOLDTHEM

Houston, see you tonight! 💙",307,1,2024-09-25T11:18:53.890966Z,1061,4.077,Offensive,2024-09-25T11:18:53.890966Z
15/11/2023,63,"Dat money wey I wan give dem instablog dat time, e be like say na to give like 100 lawyers now, But I know say na hustle everybody dey hustle so e go pain me if I run dat kind tin. Why una dey push me na ?",308,1,2024-09-25T11:19:11.258013Z,1062,12.452,Offensive,2024-09-25T11:19:11.258013Z
14/11/2023,64,❤️. #ITOLDTHEM,309,1,2024-09-25T11:19:15.064985Z,1063,0.878,Indeterminate,2024-09-25T11:19:15.064985Z
14/11/2023,65,I love this Baba reasoning.,310,1,2024-09-25T11:19:19.299098Z,1064,0.838,Normal,2024-09-25T11:19:19.299098Z
12/11/2023,66,"Once more, my deepest gratitude to the Grammy academy for this incredible honor. A HUGE congrats to the talented African artists who were nominated alongside me. The true win lies in sharing these moments with you all at my shows and expressing it through my music. 🙏🎶 @recordingacad #ITOLDTHEM

As always

Love,
Damini",311,1,2024-09-25T11:19:24.184807Z,1065,0.866,Normal,2024-09-25T11:19:24.184807Z
11/11/2023,67,"Grocery store shift in Edmonton #ITOLDTHEMTOUR ❤️

Can’t wait to be back! 🇨🇦",312,1,2024-09-25T11:19:28.933716Z,1066,1.048,Normal,2024-09-25T11:19:28.933716Z
09/11/2023,68,Telephone calls from Vancouver ☎️ #ITOLDTHEMTOUR,313,1,2024-09-25T11:19:33.226205Z,1067,0.815,Normal,2024-09-25T11:19:33.226205Z
07/11/2023,69,"We did a thing in Seattle! #ITOLDTHEMTOUR

Vancouver tonight ❤️",314,1,2024-09-25T11:19:37.348870Z,1068,0.887,Normal,2024-09-25T11:19:37.348870Z
06/11/2023,70,Love you ALL down!!! 😂❤️,315,1,2024-09-25T11:19:41.955781Z,1069,1.032,Normal,2024-09-25T11:19:41.955781Z
06/11/2023,71,GOD IS THE GREATEST ❤️,316,1,2024-09-25T11:19:46.583319Z,1070,1.038,Normal,2024-09-25T11:19:46.583319Z
06/11/2023,72,💎 #ITOLDTHEM,317,1,2024-09-25T11:19:50.917993Z,1071,0.986,Indeterminate,2024-09-25T11:19:50.917993Z
05/11/2023,73,Welcome to my block!🏚️ ….. I❤️LA #ITOLDTHEMTOUR,318,1,2024-09-25T11:19:55.232099Z,1072,0.833,Offensive,2024-09-25T11:19:55.232099Z
03/11/2023,74,Tan For Sure! #ITOLDTHEM #ITOLDTHEMTOUR,319,1,2024-09-25T11:20:00.478847Z,1073,1.414,Normal,2024-09-25T11:20:00.478847Z
03/11/2023,75,Lol he’ll be back soon 🥺,320,1,2024-09-25T11:20:08.031888Z,1074,2.076,Normal,2024-09-25T11:20:08.031888Z
03/11/2023,76,You sef do fast before dem go collect this phone for my hand.,321,1,2024-09-25T11:20:12.691080Z,1075,1.031,Offensive,2024-09-25T11:20:12.691080Z
03/11/2023,77,Dem don lose guard!! Dem dey sleep. Na only me dey awake inside this plane. I greet you bros!! We gather dey here today.,322,1,2024-09-25T11:20:20.163726Z,1076,4.275,Normal,2024-09-25T11:20:20.163726Z
03/11/2023,78,"How far. all these instablog, PulseNg e.t.c abeg make all of una do meeting then decide how much I go give all of una make una forget my name totally. I know say I never pay any of una before so I say make I just run am finally. I greet you bros!!",323,1,2024-09-25T11:20:33.632288Z,1077,10.036,Offensive,2024-09-25T11:20:33.632288Z
03/11/2023,79,Oga how much be your money?? Make you sef develop amnesia for my matter. You follow for people wey I dey talk about.,324,1,2024-09-25T11:20:38.521884Z,1078,1.123,Offensive,2024-09-25T11:20:38.521884Z
03/11/2023,80,Make I pay money first. If dem born anybody make dem remember my name after I don sort. Sha All these things na because ORAIMO nor use chord again. #BringbackORAIMOchord,325,1,2024-09-25T11:20:49.789206Z,1079,6.938,Offensive,2024-09-25T11:20:49.789206Z
03/11/2023,81,Make I reason my guy PABLO! I dey come.,326,1,2024-09-25T11:20:54.365484Z,1080,1.541,Normal,2024-09-25T11:20:54.365484Z
01/11/2023,82,"Off to buy more panadol from the pharmacy, anyone need some? 🫠 🤑#ITOLDTHEMTOUR 💰💸",327,1,2024-09-25T11:21:09.729419Z,1081,11.238,Normal,2024-09-25T11:21:09.729419Z
01/11/2023,83,"Until the lion tells the story, the hunter will always be the hero 😙 #ITOLDTHEMTOUR",328,1,2024-09-25T11:21:14.057932Z,1082,1.271,Normal,2024-09-25T11:21:14.057932Z
31/10/2023,84,"That time, I been nor know no go dey! #ITOLDTHEMTOUR 

onaspaceship.com",329,1,2024-09-25T11:21:23.466701Z,1083,1.587,Normal,2024-09-25T11:21:23.466701Z
27/10/2023,85,PSA: what’s our tour dress code 👀 #ITOLDTHEMTOUR,330,1,2024-09-25T11:21:28.322123Z,1084,1.858,Normal,2024-09-25T11:21:28.322123Z
24/10/2023,86,"To cut a long story short, DEY PLAY! 😘❤️",331,1,2024-09-25T11:21:36.055277Z,1085,4.417,Offensive,2024-09-25T11:21:36.055277Z
18/10/2023,87,A wise man can play the fool but the fool can never play wise. #ITOLDTHEM,332,1,2024-09-25T11:21:42.432248Z,1086,2.619,Normal,2024-09-25T11:21:42.432248Z
15/10:23,88,🎷 🔥🔥!! #IToldthem,333,1,2024-09-25T11:21:47.744946Z,1087,0.976,Indeterminate,2024-09-25T11:21:47.744946Z
06/10/2023,89,"Even for bible, nor be everybody wey Dey Old Testament manage Enter New Testament #ITOLDTHEM",334,1,2024-09-25T11:21:55.991132Z,1088,3.347,Normal,2024-09-25T11:21:55.991132Z
03/10/2023,90,Queens ❤️‍🔥 🇬🇭 #ITOLDTHEM,335,1,2024-09-25T11:22:00.923273Z,1089,1.055,Normal,2024-09-25T11:22:00.923273Z
02/10/2023,91,"When everything is going RIGHT, never forget to check your LEFT. #ITOLDTHEM",336,1,2024-09-25T11:22:06.543199Z,1090,1.46,Normal,2024-09-25T11:22:06.543199Z
30/09/2023,92,Sugarcoated Bitterleaf 🤷🏾‍♂️ #ITOLDTHEM,337,1,2024-09-25T11:22:11.280000Z,1091,1.045,Normal,2024-09-25T11:22:11.280000Z
28/09/2023,93,Europe 👀 dates in a bit #ITOLDTHEMTOUR,338,1,2024-09-25T11:22:16.691067Z,1092,1.045,Normal,2024-09-25T11:22:16.691067Z
28/09/2023,94,"As you dey gather disciples, nor forget say na still Judas Looseguard Jesus. #ITOLDTHEM",339,1,2024-09-25T11:22:26.392808Z,1093,5.803,Offensive,2024-09-25T11:22:26.392808Z
26/09/2023,95,"I’m not gonna lie, the live version of this album is sounding cold, ICE cold 🥶 #ITOLDTHEM",340,1,2024-09-25T11:22:31.518997Z,1094,1.823,Normal,2024-09-25T11:22:31.518997Z
26/09/2023,96,Wahala 😪,341,1,2024-09-25T11:22:36.136720Z,1095,1.241,Normal,2024-09-25T11:22:36.136720Z
24/09/2023,97,My lifelong dream of being in the Beta Squad finally came true! 😩🥺 #ITOLDTHEM,342,1,2024-09-25T11:22:42.882844Z,1096,3.235,Normal,2024-09-25T11:22:42.882844Z
23/09/2023,98,Briefcase full of hot tears and city boy accoutrements 😈 #ITOLDTHEM,343,1,2024-09-25T11:22:48.723095Z,1097,1.872,Normal,2024-09-25T11:22:48.723095Z
16/09/2023,99,Big tune! 🔥,344,1,2024-09-25T11:22:53.703565Z,1098,1.872,Normal,2024-09-25T11:22:53.704564Z
16/09/2023,100,🎶 Won’t be the only time that you’re gonna get your heart broken. #ITOLDTHEM,345,1,2024-09-25T11:23:05.038924Z,1099,2.686,Normal,2024-09-25T11:23:05.038924Z
11/09/2023,101,"On the move like I’m speed racing! 🏎️🌬️
#ITOLDTHEM",346,1,2024-09-25T11:23:11.897362Z,1100,2.838,Normal,2024-09-25T11:23:11.897362Z
10/09/2023,102,I’m not even gonna lie ………..,347,1,2024-09-25T11:23:16.426637Z,1101,0.874,Normal,2024-09-25T11:23:16.426637Z
07/09/2023,103,MANCHESTER! Love to each and everyone of you for coming out ❤️,348,1,2024-09-25T11:23:20.224981Z,1102,0.896,Normal,2024-09-25T11:23:20.224981Z
07/09/2023,104,Dey Play!,349,1,2024-09-25T11:23:26.573923Z,1103,3.014,Indeterminate,2024-09-25T11:23:26.573923Z
06/09/2023,105,"Leicester, are you ready? ❤️ #ITOLDTHEM",350,1,2024-09-25T11:23:31.177671Z,1104,1.469,Normal,2024-09-25T11:23:31.177671Z
05/09/2023,106,"BELIEVE! 
#ITOLDTHEM",351,1,2024-09-25T11:23:35.648853Z,1105,0.91,Normal,2024-09-25T11:23:35.648853Z
05/09/2023,107,"Apparently, City Boy = A city dweller with sophisticated manners and clothing 🤷🏾‍♂️🤨

#ITOLDTHEM",352,1,2024-09-25T11:23:40.070182Z,1106,0.971,Normal,2024-09-25T11:23:40.070182Z
03/09/2023,108,Amazing !! #ITOLDTHEM,353,1,2024-09-25T11:23:45.363109Z,1107,2.184,Normal,2024-09-25T11:23:45.364111Z
01/09/2023,109,"I told them I'm the highest!! Number 1 💫

#ITOLDTHEMNUMBER1 #ITOLDTHEM !!",354,1,2024-09-25T11:23:51.155382Z,1108,2.63,Normal,2024-09-25T11:23:51.155382Z
01/09/2023,110,Let’s Have it ! #ITOLDTHEM #ITOLDTHEMNUMBER1,355,1,2024-09-25T11:23:59.347607Z,1109,4.767,Normal,2024-09-25T11:23:59.347607Z
01/09/2023,111,#ITOLDTHEM,356,1,2024-09-25T11:24:03.253229Z,1110,0.952,Normal,2024-09-25T11:24:03.253229Z
30/08/2023,112,Birmingham Pop Up Today!! #ITOLDTHEM,357,1,2024-09-25T11:24:07.381276Z,1111,0.876,Normal,2024-09-25T11:24:07.381276Z
30/08/2023,113,Biza,358,1,2024-09-25T11:24:12.411508Z,1112,1.786,Normal,2024-09-25T11:24:12.411508Z
30/08/2023,114,That is it #ITOLDTHEM,359,1,2024-09-25T11:24:16.558771Z,1113,1.038,Normal,2024-09-25T11:24:16.558771Z
30/08/2023,115,"Sharpaly Migrate, make I dey where the vibes dey",360,1,2024-09-25T11:24:20.878672Z,1114,0.86,Normal,2024-09-25T11:24:20.878672Z
30/08/2023,116,*I be God’s Son,361,1,2024-09-25T11:24:25.390839Z,1115,1.037,Normal,2024-09-25T11:24:25.390839Z
30/08/2023,117,😂 @rahman_jago_ Oya explain yourself!,362,1,2024-09-25T11:24:33.000261Z,1116,0.784,Normal,2024-09-25T11:24:33.000261Z
30/08/2023,118,Lmk what lyric on the album you want translated 😂#ITOLDTHEM,363,1,2024-09-25T11:24:38.254251Z,1117,1.377,Normal,2024-09-25T11:24:38.254251Z
30/08/2023,119,Chasing!,364,1,2024-09-25T11:24:43.905993Z,1118,1.298,Normal,2024-09-25T11:24:43.905993Z
30/08/2023,120,Ekelebe Chasing!,365,1,2024-09-25T11:24:48.651852Z,1119,0.77,Normal,2024-09-25T11:24:48.651852Z
29/08/2023,122,cheat on me ft @Santandave1 #ITOLDTHEM,367,1,2024-09-25T11:24:56.527408Z,1121,1.141,Normal,2024-09-25T11:25:00.696441Z
28/08/2023,123,"The Magazine 🇬🇧❤️ @itoldthemmag 
#ITOLDTHEM",368,1,2024-09-25T11:25:04.827476Z,1122,0.782,Normal,2024-09-25T11:25:04.827476Z
28/08/2023,124,Chaiii 😂😂,369,1,2024-09-25T11:25:08.991100Z,1123,0.965,Indeterminate,2024-09-25T11:25:08.991100Z
27/08/2023,125,If I’m lying #ITOLDTHEM,370,1,2024-09-25T11:25:13.815010Z,1124,1.308,Indeterminate,2024-09-25T11:25:13.815010Z
26/08/2023,126,#ITOLDTHEM,371,1,2024-09-25T11:25:18.187824Z,1125,1.379,Indeterminate,2024-09-25T11:25:18.187824Z
26/08/2023,127,On baby!! @_Telz #ITOLDTHEM,372,1,2024-09-25T11:25:22.584308Z,1126,0.908,Indeterminate,2024-09-25T11:25:22.584308Z
26/08/2023,128,The city boys just came outside! Summer till October! #ITOLDTHEM,373,1,2024-09-25T11:25:26.615003Z,1127,0.908,Normal,2024-09-25T11:25:26.615003Z
26/08/2023,129,"If e too stress you make you leave am, no be everybody be believer 🎶 #ITOLDTHEM",374,1,2024-09-25T11:25:32.527114Z,1128,2.676,Offensive,2024-09-25T11:25:32.527114Z
25/08/2023,130,In the middle of a rain storm in Saint Martin ❤️🙏🏾 #ITOLDTHEM,375,1,2024-09-25T11:25:37.889281Z,1129,1.562,Normal,2024-09-25T11:25:37.889281Z
25/08/2023,131,The floating tracklist 👀 #ITOLDTHEM,376,1,2024-09-25T11:25:42.582900Z,1130,1.11,Normal,2024-09-25T11:25:42.582900Z
25/08/2023,132,Me I just want make my people dey Biza 🥺 #IToldThem,377,1,2024-09-25T11:25:50.145886Z,1131,2.273,Normal,2024-09-25T11:25:50.145886Z
24/08/2023,133,Cole and Burna = Shaq and Kobe 🔒,378,1,2024-09-25T11:25:55.626277Z,1132,1.818,Normal,2024-09-25T11:25:55.626277Z
22/08/2023,134,"""In 15 minutes 🤫""",379,1,2024-09-25T11:26:01.584299Z,1133,3.314,Indeterminate,2024-09-25T11:26:01.584299Z
22/08/2023,135,It’s peak today!!! #ITOLDTHEM,380,1,2024-09-25T11:26:05.857855Z,1134,0.803,Normal,2024-09-25T11:26:05.857855Z
22/08/2023,136,I think I’m gna drop something in an hour tbh #ITOLDTHEM,381,1,2024-09-25T11:26:10.958028Z,1135,2.206,Normal,2024-09-25T11:26:10.958028Z
21/08/2023,137,#ITOLDTHEM !! 💫,382,1,2024-09-25T11:26:15.259440Z,1136,0.977,Normal,2024-09-25T11:26:15.259440Z
18/08/2023,138,Cause I be City Boy! #ITOLDTHEM,383,1,2024-09-25T11:26:20.310845Z,1137,1.612,Normal,2024-09-25T11:26:20.310845Z
01/08/2023,139,"Congratulations @KrissyNliam !!! 
Youngest Outsider in Charge 👑#big7",384,1,2024-09-25T11:26:25.183303Z,1138,0.872,Normal,2024-09-25T11:26:25.183303Z
01/08/2023,140,Legendary #Big7,385,1,2024-09-25T11:26:41.191785Z,1139,1.966,Normal,2024-09-25T11:26:41.191785Z
29/07/2023,141,#BIG7,386,1,2024-09-25T11:26:47.449216Z,1140,2.066,Normal,2024-09-25T11:26:47.449216Z
28/07/2023,142,Big 7 by Burna Boy!!! ✅,387,1,2024-09-25T11:26:55.041810Z,1141,3.68,Normal,2024-09-25T11:26:55.041810Z
14/07/2023,143,Thank You for Having Me @CitiField !! #BIG7,388,1,2024-09-25T11:27:04.733798Z,1142,3.069,Normal,2024-09-25T11:27:04.733798Z
14/07/2023,144,"The Love continues... 🫶🏿🦍
 Burna Boy’s Love, Damini tour the Last Ever Love Damini Tour Date in Arnhem Netherlands! 
Sunday 23rd July 2023",389,1,2024-09-25T11:27:10.687684Z,1143,1.624,Normal,2024-09-25T11:27:10.687684Z
08/07/2023,145,"Love Damini the Album is a Year Old Today!!! 
Lots of Milestones Achieved and Records Broken!!
Just Want to Say Thank You All for your Support!!! 
2.9 Billion Streams 💥💥
Celebrating at Citi Field Stadium Tonight!!!

#LOVEDAMINIYEARANNIVERSARY 
#LoveDaminiStadiumTour 
#BURNABOYCITIFIELD 
#BurnaboyStadiumTour",390,1,2024-09-25T11:27:20.804880Z,1144,1.562,Normal,2024-09-25T11:27:20.804990Z
20/07/2023,146,Don't miss out.,391,1,2024-09-25T11:27:38.582954Z,1145,2.704,Normal,2024-09-25T11:27:38.582954Z
08/07/2023,147,See you tonight @degmodegann !!! ❤️,392,1,2024-09-25T11:27:42.584549Z,1146,0.877,Normal,2024-09-25T11:27:42.584549Z
05/07/2023,148,👊🏽 👊🏽 Collateral Damage!!,393,1,2024-09-25T11:27:47.297368Z,1147,0.802,Normal,2024-09-25T11:27:47.297368Z
03/07/2023,149,Shows that leave you in awe 🥺🙏🏾 #roskildefestival,394,1,2024-09-25T11:27:51.192992Z,1148,2.032,Normal,2024-09-25T11:27:55.361451Z
01/07/2023,150,"Portugal, it’s always a pleasure ❤️
 #Big7 #SOTOTW",395,1,2024-09-25T11:29:35.046154Z,1149,3.359,Normal,2024-09-25T11:29:35.046154Z
01/07/2023,151,BELIEVE! #Big7 #SOTOTW,396,1,2024-09-25T11:29:39.299075Z,1150,1.412,Normal,2024-09-25T11:29:39.299075Z
30/06/2023,152,St kitts ❤️❤️ !! 🇰🇳,397,1,2024-09-25T11:29:43.281430Z,1151,0.925,Normal,2024-09-25T11:29:43.281430Z
