S/N,DATE,TWEET
96,4-8-2024,"What do Africans think the western world would do… take the sides of the immigrants that are exploited by the same western world in the first place? 

Is the war happening and brewing at the same time not enough reason to see reason with trying our best to better ourselves? I want to believe there were Nigerians based in Ukraine referencing Nigeria as “ that country “ until he unrest…

Last, last, ile ni abosimi."
97,4-8-2024,"
Oh my gosh! They loot too? Wow! 😒"
98,4-8-2024,"
One for Sound sultan 💪🏾"
99,4-8-2024,"
“ Ma jeun before you pay “ that’s what I’m saying 😂"
100,4-8-2024,"
Na so that one wey be police station activist claim say protests have been high jacked by “ terro-rist “ which aided the false narratives that led to the actions that caused the demise of many.

If anybody talk that time dem go say na hate on grace, the fool is talking the same line of intentional misinformation… he fails to see that the Nigerian people force expands beyond Naija…

One day bushmeat go catch the hunter and when e happen… #HASHIRA"
101,3-8-2024,"
The are the wilderness"
102,3-8-2024,"

It’s a chill on there…"
103,3-8-2024,"
Person wey go dance with wolves must rehearse…"
104,3-8-2024,"

Preda he viper! I greet you"
105,3-8-2024,"
Your energy is perfect for the record champ! Na your herbalist dance remain like this 😂"
106,3-8-2024,She’s a Dj based in Amsterdam SVBRINA.
107,3-8-2024,"
Head before hand"
108,3-8-2024,"
All the ones in Daura lol"
109,2-8-2024,"
Lol… people are earning more to be able to afford less than before… i can see that reality."
110,2-8-2024,Omo! If you no dey pay school fees for Naija or abroad no follow me talk lol… twitter get plenty other handles.
111,2-8-2024,"
You suppose dey check your thoughts based on the importance of the conversation wey you dey engage."
112,2-8-2024,"
Make dem let people talk their mind and make dem self reason am with their mind."
113,2-8-2024,"
O mo pe eleda ti ire o w’aiye wa fun ni…"
114,2-8-2024,The sane officers hear me loud and clear and they are on social media because they are humans with other interesting lives outside of their uniforms… maybe you all should stop generalizing as you would never in a life time believe VECTOR is he son of an upright officer in the police force. 
115,2 -8-2024,"
Once again to the men of the armed forces, 
 it is best for all to have accountable leaders. 
Your children are going to grow in the same society decay if we don’t try our best for the best we can achieve.

Barrack children, Una self fit speak for Una parents; all that “Boss officer” talk na when we be pikin…now most of us don turn men wey naija lifestyle dey affect; school fees self don increase based on fuel price and light tariff.

I greet you."
116,2-8-2024,"You are not my friend… you are an acquaintance who used to roll dice with my friends and i decades ago. 
It’s was fun then but we are grown now.

The difference is, they ALL  didn’t become addicts to the point where They’d be embarrassing themselves on social media."
117,1 -8-2024,"
The point of the protest is, as usual, a call for attention to the state of the welfare of the people… homes are going through  aggression influenced by the struggles of the society.

Families are loosing bond because of “ hustle / greener pastures “.
If the impoverishment doesn’t stop, society will breed more beastliness.

#EndBadGovernanceInNigeria for the future."
118,1-8-2024,"
What do people gain from trying to talk people down? 
Especially the people they can’t really say they know?

How did this become such a heavy trend?
Una no dey reason am?"
119,1-8-2024,"
If only you all paid closer attention to “ Monsters you made “… 

#StopKillingYourProphets you don’t massively stream conscious music according to “ general argument “ either.

Love to 
@burnaboy
 still…  #Big7💪🏾"
120,1-8-2024,"
Lol… dem dey roast you steady bro😂."
121,1-8-2024,"
Lol… omo! Respect yourself. Your boy is a big boy now too… bless him."
122,1-8-2024,"
No be everything wey you read you go understand… how 7th heaven?"
123,1-8-2024,"
Yes it can if everyone decides to be honest with their lives and how they are living it; It’s actually not that hard."
124,1-8-2024,"
To my Christian friends, just so you know, Christ was not a coward in the face of mass injustice… His cross was his punishment for ALWAYS standing with the truth.

Amen?"
125,1-8-2024,"
Plenty people dey patronize wetin dey destroy all of us… those people no really worth anything based on way forward."
126,1-8-2024,"
Na the money to buy am come remain like this… ki l’a ma sa se bayi?"
127,1-8-2024,"
History will not be kind to me if honesty doesn’t reign; I have no hopes for historical eventualities…

i am with my people because i don’t have a better choice otherwise, many Nigerians are not worth the sacrifice."
128,1-8-2024,"
My message is solely for fans and maybe lovers of freedom... i have no intention of appealing to anyone outside this understanding; the rest can enjoy what they enjoy.

May Nigeria be free so that it can be valued right so that Nigerians can be respected accordingly globally."
129,1-8-2024,"
Lol.. dem self dey buy fuel and diesel"
130,1-8-2024,"
Don’t rate many na why them say i dey form"
131,1-8-2024,"
You want to attack armed men and women with weaklings… if you fit best normal tough barrack boy i go dash you money"
132,1-8-2024,"
People we no get mouth dey abuse people we get mouth because they speak up. 

Their parents dey house all these years wey government dey abuse their generations but Tegwolo self go say elder dey market when dem born am.

Make we dey look… you can’t “ savage “ away your reality."
133,1-8-2024,"
To the celebrities taking sides against the reality of their own people/fans, it may be best to repent before you become the only reachable option if the hardship doesn’t stop.

#stopsupportingbadgovernance"
134,31-7-2024,"
Another thing, people don’t need to be thanked for standing for what is right; what should any sane human stand for?"
135,31-7-2024,"
Queen Onyeka! The video of her weeping to the leaders will stay forever reminding the world where she stood for the people of the country;
It’s a blessing to know of her music and life. 

May the souls of all the faithful departed through the mercy of our God rest in peace."
136,31-7-2024,"
My stance with the people remains… 

#EndBadGovernace so that the people will stop having a reason to run away to worlds where something a simple as skin color is a problem; you are in office for them."
137,31-7-2024,"
It’s the ones talking like they can do jack in a one on one for me… like if you were by yourself you would speak to like that?

🤡"
138,31-7-2024,"
The same one wey dem interview for tv? Lol. Abeg leave me"
139,31-7-2024,"
The elders are once again bragging to the youths, saying things that suggests that they will harm their own youths complaining about how life has always gotten harder the more we advance.

it is my human right to reject avoidable hardship in life… the argument is simple."
140,20-7-2024,"
…Not but honor may we ever bring,
to thy name who’s honor we bear,
may we worship God and love all men…
"
141,20-7-2024,"
“ But i know we can’t win if na by guns; the only way to win is by the brain because if we must win by the sun, we must be willing to win in the rain “"
142,20-7-2024,"
Na every barrack be that."
143,20-7-2024,"
All barrack boys and girls make una show SP with SUPER INTENT, 
pictures of the state of your barrack today incase he’s unaware.

Barrack Children are becoming worse mentally in the barracks everyday due to the nature of welfare of their parents in the force."
144,19-7-2024,"
Anansewa! Based on “ the spider “"
145,19-7-2024,"
When be burial? Una pick anakara?"
146,19-7-2024,"
Don’t give up on knowing there are good people…  you may have to find them too if you’re not too lazy to look."
147,19-7-2024,"
I know a person who thought to brag about  buying a house after selling out his people;

Oya now, live in it in the country… problem.
E sure me say to run gen alone go shake him pockets.

I Dey clear am oga say “but God sees my heart “ you know say my own heart na Medusa head😊."
148,19-7-2024,"
I know a person who thought to brag about  buying a house after selling out his people;

Oya now, live in it in the country… problem.
E sure me say to run gen alone go shake him pockets.

I Dey clear am oga say “but God sees my heart “ you know say my own heart na Medusa head😊."
149,16-7-2024,"

Lmao… e fit use talk damage you like this if e talk him mind 😂"
150,16-7-2024,"inside all this petrol matter, na barbers story go mad pass."
151,15-7-2024,"
“ God is not above 
if the feeling is within “"
152,15-7-2024,"
Respect your elders guys and stop hating."
153,15-7-2024,"
This edition of A7 has Wonder women on it but before then, let’s disturb the peace a little shall we?

#NoApologies "
154,14-7-2024,"
Una no fit see through these kinds but una want better governance from people who have skill in manipulating paper work? The same paper work that you would rather die than read? Lol. Ok now"
155,14-7-2024,"
Teslim.
@VectorThaViper
if man is made in the image and likeness of God, then i need to look no further especially if my ancestors have shown through NATURAL ways that God lives and takes care of life freely.

God is simply in Nature but your religious selves won’t “support “ herbs even thought you eat native vegetable soups. 
Lol.
"
156,14-7-2024,"
Dem dey talk say men of God dey use and mislead many, una dey say God’s word is deep lol. 

It’s like saying two plus two and you say the answer is yellow….

Slow bunch aren’t y’all?"
157,14-7-2024,"
A lot of you will see that the issue is the person using information in the Bible but always move off point."
158,14-7-2024,"
If money ensures heaven, what about this Bible verse? 

“ It is easier for a camel to go through a needle's eye than for a rich person to enter into the Kingdom of God “"
159,14-7-2024,"
You just quoted nonsense in the real sense of something that has no sense within true context. If what you claim is true, living with this version of humanity should have “ deaded “ your hopes for breathing. You exist in a reality where they would rather get GMO’s deals than "
160,14-7-2024,"
They clearly aren’t if they are “ okay “ with the reality around."
161,14-7-2024,"
Nigeria ati igbesi aiye e… iwo naa roo… se ko si ni sawawu problemu ni?"
162,14-7-2024,"
You don’t need an activist to think."
163,14-7-2024,"
E get where suffer go reach, people no go need point anybody to anything…"
164,14-7-2024,"
Those of you using what happened to fellow Nigerians (during Endsars) as examples in any form of mockery sha…

 like your social life is not crumbling around you with the increase in the price of petroleum and many other things… 

Kidnap is the new armed robbery."
165,14-7-2024,"
Abi ori egbon adugbo daru? Mi o mo’ya e ri."
166,14-7-2024,"
As long as you are also aware that You can’t hope for something you are not working towards…"
167,14-7-2024,"
Na from mind Protest Dey start… Una just like plenty actors na why script dey always change so una no go dey “
Bored “"
168,14-7-2024,"
Here’s an idea, maybe all the people begging online should storm the social media handles of their politicians showing expensive cars and jewelry with their aza anytime they post to show that they have plenty material wealth…

As for me? I be rapper now… rap no dey sell so…"
169,14-7-2024,"
…as much as i respect the courage the Kenyan youths are showing, Nigeria is NOT Kenya; our dynamics are far apart. That said, since you can’t and shouldn’t force any human against their will… 
when it’s honest time, many more will align.

Peace to everybody who deserves peace."
170,13-7-2024,"
“ Agba kii wa l’oja ki orii omo tun tun o wo… “

Children with deformed heads all over the market place; they can’t even think right"
171,12-7-2024,"
They care more about being savage to the public figure that won’t join politicians so they can post private trips to tension their followers"
172,12-7-2024,"
elders said “ Nay “ to a prayer in senate that suggests the government makes sure budget allocation for security is scrutinized to avoid FURTHER embezzlement.

Defenders ONLINE over to you.

By the way “ Nay “ means “No” incase you are slow."
173,12-7-2024,"
Lafiaji area b’o ti Kere mo ni’be… 

na why them go say some of us dey form where as na them no just get proper  
 self representation,dignity and respect. 

All the afore mentioned ( at its core ) have nothing to do with materialism."
174,11-7-2024,"
I wish you the type of woke that adequately helps you when nobody’s there; the one that keeps you going no matter what...

don’t die till you stop breathing."
175,11-7-2024,"
Can’t remember names; popularity sucks."
176,10-7-2024,"
lol. Like when ibro ask me for answer for exam hall… I tell am e say “ it’s a lie “ lmao… I wan blow him eye for hall"
177,9-7-2024,"
God no go forgive am for all the stress wey e put arsenal fans through lol. Lai lai."
178,9-7-2024,"
God no go forgive am for all the stress wey e put arsenal fans through lol. Lai lai."
179,8-7-2024,"
You fight each other because of the politics elders are playing with elders.
It’s so bad that you openly insult those that attempt to point your mind towards these things… 

many of you claim you were sad about the story of the mockery of Jesus before he died.

You ask God"
180,7-7-2024,"If i “ cho “ wetin dey my mind to “ cho “ to you, them go say i dey shame you but dem no go see say you self no kuku get shame with the kind way wey you dey think but no wam! 

We Dey pray for you."
181,7-7-2024,"
You wey dey openly complain say woman dribble you dey get mouth? Lmao."
182,7-7-2024,"
Lol… where were you in the same season? Una don begin dey do like “ okada riders fan club “ the mumu people go soon come begin defend team wey get defenders already 😂."
183,7-7-2024,"
This should be enough reason for you be unbothered but here you are proving a point that is presently useless in conversation…

Go and support your team ( they really need it RIGHT NOW ) and stop embarrassing yourself openly; Have some dignity."
184,7-7-2024,"
Na lie. Wetin you no really like right now be say your team no too dey game and na Sign say witchcraft dey your body because na sign of envy.

“Up” Man U."
185,6-7-2024,"
Super glue dey your eyes all these years Abi na now you just begin think?"
186,29-6-2024,"
Lol… if I’m not pressing it, how is it my fault"
187,29-6-2024,"
Lol. E good self… make him self chop
From oyibo ways of deception to create fear"
188,28-6-2024,"
When you think about the mindset of the majority of the fools( though probably hereditary ), you see how the hardship makes sense as Gods way of punishing everyone for allowing stupid minds lead.

You can NOT respect your way out of your daily struggles."
189,28-6-2024,"
You way Dey face light  and your opon still cast shadow… 
with jaw like say e thief strong meat keep for one side."
190,28-6-2024,"
I wonder if na elders get the jets… Abi bawo?"
191,28-6-2024,"
I don’t speak for anyone but my self. If all of una get issue with VDM make una self carry ring light… no be fight"
192,28-6-2024,"Teslim.
@VectorThaViper
·
Jun 28
If your papa face The amount of bullets wey my papa survive because of people like you and your own papa, you go Dey type in PTSD."
193,28-6-2024,"
If you may, start looking at those people defending fake respect for elders… they will most likely become exactly like the issue we are talking about. 

Many of una self vex for Desmond when he yarn but today, una home training pass Arsenal preparation for emirates…lol. 

Why"
194,27-6-2024,"
God punish them in advance. After them come for me make them go back to their reality wey they no fit lie about."
195,27-6-2024,"
Let the youth embarrass the elders who don’t respect themselves. 

People are constantly stressed by the decisions of “elders”; even the elderly are suffering seriously from the lack of Elderly wisdom needed  to motivate the people to live well in the simplest way…

God punish “elder” wey dey mislead youth… Go punish anybody wey dey believe say position pass human life.

No be curse when you look around and admit  reality.

"
196,26-6-2024,"
Those that “know” better than Saka should go and take his team shirt. Elenu nla eyan Festus."
197,25-6-2024,"
They haven’t surfaced half as much as stupidity in podcasts… they are coming. They are the colonial masters last line of the dense"
198,25-6-2024,"
Mumu say “Oyibo don dey chop GMO since and nothing do them “… lol. 

Oyibo don dey drink “ soda “since self na…
Africas next biggest problem will be THE AFRICAN EDUCATED IDIOTS."
199,25-6-2024,"I don’t have personal beef against government officials because na true say na the people hands true power dey but you see all those of you who stupidly say things to distract people from the truth…

it’s Coming and i know you feel it.
Keep supporting bad leaders amidst the people directly suffering from Their decisions lol.
"
200,25-6-2024,"
There is hope… you just don’t see it amidst ignorant people and sadly, look around."
201,20-6-2024,"
All of una wey dey mad… person go dey parachute dey glide on him own una go shoot am! Una no sabi fair play?"
202,20-6-2024,"
Olopa will kó all of you… una know too much about weapons😐"
203,5-6-2024,"
Everyone has one or two awkward pose  pics but 
@ThaBoyYom
 has way too many… even he knows what i’m talking about. Weird guy"
204,5-6-2024,"Person wey be say, the way him head big reach, e go take am 1hour to clean sweat from him forehead finish from left to right… 

maybe a cargo plane next time…"
205,29-5-2024,"
All the barbers that know they don’t know how to line hair properly I have a question…

Where are you running to?"
206,29-5-2024,"No matter how “ fresh “ it looks, it must be madness waiting for something as simple as the sun to come only for you to try to bask in it for a few months, weeks or even days in varying cases; something that’s so common that it may cause you headaches if you’re out in it for long in Nigeria.
"
207,27-5-2024,"
Many of you want criminals in power to stop but the foundation of your respect for any human worships the lifestyle of public thieves and liars.
You make excuses for them openly in glorious folly; you defend people destroying you because of material “ grace “. 

Keep believing."
208,27-5-2024,"
It is not well… a doctor died in an elevator in a hospital in a country where global warming is causing man made terror.

You are lying to yourself."
209,27-5-2024,"
Religious leaders are leaving the country they claim God has promised to redeem just like politicians are investing their accumulated wealth outside their national origin the same way artists that “love” their fans are aligned with those that impoverish the said fans everyday.
👀"
210,23-5-2024,"
Use your head reason am yourself."
211,23-5-2024,"
Make men dey reason like the men wey dem be; una don too dey loose guard na why embarrassment dey gum body with many of una."
212,9-5-2024,"
If you were intelligent, Considering you are on the floor either way,… never mind."
213,9-5-2024,"
Olodo… Person wey don enter don enter. lol"
214,27-4-2024,"
Seun was making a point about kids whose parents are embezzlers and it had me thinking… what can the child of thief do about the thief that had been before he/she was born?"
215,27-4-2024,"
But many of una na bully naw… the difference be say na keypad be una tool. Normally, physically, you will produce manure instantly."
216,23-4-2024,"
So many other team supporters have reduced themselves to waiting for a “ small club “ to fail. 
The irony is, they are acting like we don’t see their team falling / fallen. Una no sabi yab but why would i wrestle
With pigs when I can just let you keep sniffing your own shit?"
