S/N,Date,Tweet
33,6-10-2023,"Just incase they’re talking bout pen game and they don’t say my name , I don’t like the sound of the joke. 🧏🏾‍♂️
#SincerelyBenson 💌"
34,5-10-2023,Thank you Jesus. You’ve never failed me. Ever. ❤️
35,5-10-2023,"
Igbawo lo de to fe ma lo ? Oh no! 🤦🏽‍♂️#SincerelyBenson"
36,5-10-2023,"
I no wan use my eyes take see rubbish. #SincerelyBenson"
37,5-10-2023,Man I’ve been on the road since way before Kanye West said he was Yeezus. (Best of Me) #SincerelyBenson
38,2-10-2023,"There’s them..and then there’s Me. 

#SincerelyBenson 💌"
39,30-9-2023,"It’s with every ounce of uncertainty that I put out this album. 
I do not know what to expect but I am confident and at peace because I’ve made something really..really beautiful."
40,5-9-2023,"
Leave am for me. 

                   Sincerely, Benson. 💿"
41,20-9-2023,The entire world speaking on your name and you’re not here to see it is terrifying 💔💡
42,18-9-2023,"
You can’t dictate to people how to grief. It’s their hurt. People are breaking down in silence because it’s the best way they know how to handle it. Please stop."
43,18-9-2023,"
#JusticeForMohbad"
44,14-9-2023,"
It is unfair we laughed together and you cried alone. #SincerelyBenson"
45,25-8-2023,"
Dey Play.Benson
@BNXN
"
46,7-8-2023,"
I’ve really been avoiding drama and unnecessary engagements for the past 6 months…. Just releasing great music and chilling."
47,7-8-2023,"
On young erikina’s album. 
Baba iya eyan. 🖐🏽"
48,6-8-2023,"
You no sharp!🤣"
49,3-6-2023,"
What happened to ya? 🤷🏽‍♂️🥺"
50,21-6-2023,"
My phone go soon die so by midnight y’all go search “ELEYELE” by TAVES! PLEASEEEEEEE😅"
51,21-6-2023,"
When it becomes popular to rock with us , we’ll surely remind you of when you thought it wasn’t ."
52,16-6-2023,"
Listening to everything out now and I’ve never been more confident in the future."
53,15-6-2023,"·
Awon werey 😪"
54,12-5-2023,"
As my skin come yellow , you say I no sabi hustle ?

https://music.empi.re/praybnxn"
55,11-5-2023,"
Fortunately, I will continue to get better , the topics will forever be diverse & the music will forever be real. HIM"
56,7-4-2023,"
no dey use my lines dey stroke my teammm 😭"
57,19-2-2-2023,"
You deserve every good thing coming your way. EVERYTHING. God bless and continue to enlarge your coast ❤️"
58,16-2-2023,"
I no fit force am if e don pass my power 🤷🏽‍♂️"
59,21-1-2023,"
Blame it on features , some underrate us… but it’s only cause there’s NOBODY that made us."
60,21-1-2023,I was wilding out and they thought they could tame us 🐅🐉 https://music.apple.com/ng/album/wo-wo-remix/1664572401?i=1664572409
61,31-12-2022,"My timing different. No rush , no pressure, what will be will be. I will be the greatest my generation has seen. I will be excel in all my endeavors. No pressure."
62,4-12-2022,"
No check time with another man clock."
63,1-12-2022,"
I don’t take any of you for granted. Ever."
64,23-11-2022,"
Lmao Bayarn has woken up 😂😂 Byeeee."
65,22-11-2022,"
@deoors
Glad you got the line 😂 you no wise on this app normally"
66,23-11-2022,"
Grow some hair 😘"
67,23-11-2022,"
Move funny , I’ll be Sam Loco."
68,23-11-2022,"
I suppose don call your mama join make she send 🤭"
69,23-11-2022,"
Never faked it a day in my life!! On my mother!! Nothing forced! You like it or you don’t !! That’s how music should be!!"
70,20-11-2022,"
Caroline save your drama , you don’t need me in your soap opera o"
71,30-10-2022,"
Make dem ban money 😔"
72,28-20-2022,"
Shey you dey whine me niiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiooooooooooooooooooo"
73,28-10-2022,"
Eweeeeeeeeeee 
@wizkidayo
 😩😩😩😩"
74,23-10-2022,"
I don’t have a Boss. Like not a single person I answer to.😂
God really listened me. Unruly 🥇😈"
75,22-10-2022,"
“Je ki awon padi mi ma biiza, thank you” 

Dey pray for your friends."
76,10-10-2022,"
If you stop to look at what the next man is doing and not focus on what you’re supposed to be doing , you’re losing slowly. Trust yourself."
77,10-10-2022,"
I just be tweeting whatever I like , ABSOLUTELY no one is forcing anything on any of you 😂😂 Funny people 

TRABOSKIIII!!"
78,2-10-2022,"
If you’re at the club and you’re already drunk /high and your friend tries to pass you another shot/glass/join , tell am say you don TRABOSKI 😩"
79,7-9-2022,"
It’s your fault if you don’t know me."
80,7-9-2022,"
The hate in your heart won’t stop God’s blessings. We up forever ❤️"
81,30-8-2022,"
Sometimes I wish I could come outside of me and clap for myself cause i dey try."
82,27-8-2022,"
Wherever you go just make sure you no be lost and found 👂🏽"
83,25-8-2022,"
Think you’re moving funny ? I’ll be Sam loco. Let’s go."
84,25-8-2022,"
Man had to body shame? 😞💀 hurt him deeeeep 😂"
85,18-8-2022,"
My since deleted tweet stating that I spat in a police officers face was an idiomatic expression to say I disrespected a police officer to his face and not the literal way people may have taken it on social media. I do not support violence or abuse against the police in any form."
86,18-8-2022,"
yesterday I was in a life threatening situation which caused me to lash out due to the physical assault on me by some policemen who have now been brought to book . however , I just want to focus on what’s important to me , my music. Thank you for all the love and concern ❤️"
87,18-8-2022,"
I stood on my right as a responsible Nigerian, despite the violence against my person and I do not want my deleted tweet to be taken seriously. 

 I appreciate the swift intervention of some reputable police officers on this matter too. Love❤️"
88,13-8-2022,"
Na why I no dey like put money on this team be this"
89,6-8-2022,"
Beauty Underneath Just Understood is what Buju means , I only decided to use my surname Benson as my artiste name to avoid losing all my work to copyrights or whatsoever. Safety first but that’s still me and I can’t blame anyone for still calling me Buju. I own it."
90,21-7-2022,"
Why do people have a problem with getting blocked? Like you follow me , spew negativity about me and I help you out of your misery and na me still do bad? 🤷🏽‍♂️"
91,21-7-2022,"
“Fefenefe , na the beauty of a woman”

y’all don’t know about that clearly 😂"
92,23-6-2022,"
They must see me raising hell and disturbing Satan."
93,16-5-2022,"
They’ve reached back to me and everything is fine. They just needed some more time but I’m happy they’re doing the right thing. ❤️"
94,14-5-2022,"
I know better than to bring sensitive matters to ‘social media court’ …especially when it’s a lie. no matter how tempting. Enjoy the mud and dirt. I want no parts of it."
95,14-5-2022,If you be my fan and you dey blow 🌳 hit me uppp!! 😂😂
96,14-5-2022,"
If you make food for the less privileged please hit me up. ❤️"
97,13-5-2022,"
Burna Boy just gave me the best birthday gift ever! 😭❤️"
98,9-4-2022,“Judge a man by his actions and not what people say about him”
99,8-4-2022,"
If there’s something you want me to do and  I’m kinda slow on it … give me money."
100,4-4-2022,"“Asking questions like ‘why it wasn’t us?’ almost had a nigga feeling envious, serious…tell em say they can’t bury us” - Damini ⭐️"
101,3-4-2022,"
The facts that you cannot celebrate another without dragging me into it says a lot ☺️ https://t.co/kM34LmYqWZ"
102,31-3-2022,"
Plus you thinking I don’t deliver on any song is impossible ffs. Just lie lie 😂"
103,31-3-2022,"
Nothing forced around here please , great music , great vibes , great lyrics ..e no pass like that."
104,31-3-2022,"
There’s so much more to this music shit than you understand but from the position you are you can think whatever + someone else’s fuck up could make you look bad but yeah “For Days” out now everywhere 🌍❤️"
105,29-3-2022,"
Country unsafe , citizens insensitive . Sick💔"
106,4-3-2022,"
I don’t think it’s necessary, I’ll be damned if there’s somebody that can do like me.."
107,25-2-2022,Free Zinoleesky
108,22-2-2022,"
The odds were against me , still against me but with God 🦅"
109,18-2-2022,"
I’m so sorry the network sooo terrible we might need to move the space to another time when I have better connection."
110,29-1-2022,When I touch!🇳🇬😂
111,10-1-2022,"
Kizz Daniel and I were recording and he paused to sing “as long as the Hennessy for my cup e never finish , Wetin I feel I go talk am finish..” then says 
“Kilo ma n worry e boboyi?” 😂😂"
112,8-1-2022,"
I’m in this big ass competition with myself! Like I gotta write better than I wrote the last time and flow a lot harder than I did before! Motivating really.✨"
113,25-12-2021,"I no want stress, I no want wahala , I’ll block you I no send your father. My future too bright my brother , so I no want stress I no want wahala 🤷🏽‍♂️"
114,24-12-2021,"I just needed 20 more minutes before they shut us down to give you guys Lojay , Joeboy and Oxy and e pain me diee 😭💔 didn’t even play Testimony or Confident 💔💔"
115,23-12-2021,"
I love you to the death of me!!! Thank you for surprising me like that!! 
@burnaboy
 HIGHESTTTTTT!!!!!! ❤️❤️❤️"
116,23-12-2021,"
Plus I told you nobody could ever afford this line up 😂😂 your back and your spinal cord e go break 😂😂"
117,17-12-2021,"
Lool no try am o 😂😭😭"
118,13-12-2021,"If God loves the person you hate , you’re in trouble!!"
119,29-11-2021,"
I ALWAYS DO THAT!! But bad belle go feel am too ❤️ enough to go round"
120,28-11-2021,"
Lool I don’t even know what show this is but keep your money if you can’t afford it ❤️"
121,23-11-2021,I be bad boy eleniyan confirm me 🥵
122,22-11-2021,"
Playing football tomorrow 😂😂 let’s go babyyyy!! 😂😂"
123,21-11-2021,"
Bruh I’m just sad and cold but I go still go perform tonight . Madness man"
124,13-11-2021,"
Twitter NG : 
“Xyz is better than Buju , has xyz million streams over Buju’s career “

Ckay got more streams than everyone of his peers but y’all clowned that man for achieving more than you and your siblings. Normal level , y’all dumber than goats but what’s new?"
125,30-10-2021,"
Project was curated by my team and I and trust I was skeptical about some of their choices as well but I listened to them because after a bit of patience and trusting their vision , it’s that project to single me out as one of the best writers around."
126,30-10-2021,"
Believe me when I say , JAMSS DEYYY!!
 I know how to make you move your body and danceee to music , you know I do but ..this time , this very one time I want to move your mind."
127,30-10-2021,"
Mehn I don’t ever fail to bring the heat and ain’t nobody stopping this so you can watch and see."
128,20-10-2021,"
To our fallen heroes and everyone who risked their lives for our future , we will NEVER forget you! ❤️#ENDSARS"
129,14-10-2021,"
Everybody else just vibing no be lie"
130,14-10-2021,"
Emi Delivery boy?! 😭 NO FUCKING MISSES!!"
131,12-10-2021,"
“too late to go back so I’m on my shit , man I promise cause of me my people gon die rich.” - Buju"
132,30-9-2021,"
Whole time I was grinding I’ve been trying to achieve ..working every night yunno my people no dey sleeeep... BURNAAAAAA!!"
133,19-9-2021,"
As e dey pain you , naso e go dey sweet us 😂❤️ Sleep on who??🤣"
134,19-9-2021,"
Lool una go dey vex till the end ni o"
135,8-9-2021,"
Anything I desire , I go recieveeeeeee!!! 

I sing that part w so much faith ❤️"
136,3-9-2021,"
I go steal your soap next time. Na me fuckup last time 😭"
137,3-9-2021,"
Bro I pray for the grace Eleniyan has. I swear you can’t even understand what this man just did!!! O2 arena sold-out TWICE!! 🤯🤯🤯 Still going for a 3rd too?? Sleep don commot for my eyeeee😭"
138,23-8-2021,"
Come on mannn 🥵🥵🥵🥵🥵🥵"
139,1-6-2021,"@BNXN
·
Jun 1, 2021
I feel this is so so close but God’s timing always ❤️🙏🏽 "
140,22-8-2021,"@BNXN
·
Aug 22, 2021
You go cry burst ❤️ https://x.com/AkinsVicky/sta/AkinsVicky/status/1429435439618805769"
141,20-8-2021,"
Sleep on who? Are you dumb?"
142,14-8-2021,"
All I was that year was funny and problematic 👨🏽‍🍳"
143,14-8-2021,"
Nah I was really wilding in high school and more 😭🤣 I’m so sorry I been no too normal 🤣"
144,14-8-2021,"
Lmaoo bro I swear I don’t know that nigga from 2014 🤣🤣"
145,5-8-2019,"
Sometime in July 2019 , 
@Zlatan_Ibile
 gave me and opportunity of a lifetime by hopping on my record “Spiritual” and changed everything for me professionally and didn’t take a dime. I hope I can repay the Favour with this one “Alubarika” out Midnight ❤️🌙"
146,3-8-2021,"
To my people that support me!! You’re not fans, you are my whole BELIEVERS! I swear fans go off when the lights are out but the ones that believe stayyyy!!! 9 months no music and I swear we were GOOD!! Iya won!! We UP!!! I do this for youuu!!! I love you!! Thank you!!"
147,3-8-2021,"
Omo don’t let anybody tell you you’re not it! Don’t let anybody make you feel less of a KING OR QUEEN! I swear when you got something special, they will want to doubt you but keep your head UP!
IF YOU QUIT , YOU FUCK UP!"
148,3-8-2021,"
I was in a very very very VERY terrible place this time last year! I was confused I really wanted to stop music cause I wasn’t me! I wasn’t myself! God has really done something great with me and all I needed to do was trust him , MYSELF and my TEAM. Everything else is FAKE!"
149,3-8-2021,"
Bro I can cry cause God has blessed me!! God has really really blessed me and shamed the ones that wanted bad for me! I don’t even deserve it sometimes but I swear GOD HAS BLESSED MEE!! ❤️❤️"
150,3-8-2021,"
What did I just wake up to jeeeeezzzzz 
@JAE5_
  😭😭😭😭😭😭🤯🤯🤯🤯🤯🤯"
151,3-8-2021,"
SANTAN FUCKING DAVEEEEEEEEE 😭😭😭😭😭😭😭😭😭😭😭😭"
152,27-7-2021,"
My Music took me out the country for the first time in my life ❤️"
153,20-7-2021,"
Make I tell you straight , you are not my mate 🎶🎶"
154,19-6-2021,"that’s why I no want stress, I swear I no want wahala 🎶📥"
155,4-6-2021,"
I’m the N’golo Kante of music aje 🤦🏽‍♂️ Work rate impeccable."
156,15-7-2021,"
I put my life on that! E.P first tho 🙏🏽"
157,14-6-2021,"

The MUSIC i am making , the MUSIC I have made...nah , we gon be here for a minute. God is not finished. I was on my knees for this.✨"
158,19-7-2021,"
Bro excitement won’t let me sleep"
159,7-7-2021,"
My best friend passed her Bar Final!! Lawyerrrrr 
@gae3me
 !! 💥💥💥✨✨✨ I’m so proud of you!! ❤️"
160,5-7-2021,Lyrics from something I wrote yesterday and some people wishing me bad or telling me to calm down for talking my shit. Lol it is crazy 🤣
161,5-7-2021,"
My self Confidence irritates a lot of people on here. Sorry not sorry. I’m my own hype-man , hype yourself too if you’re good. 🤷🏽‍♂️"
162,22-6-2021,"
Thank God say man no be God FR FR!!"
163,20-6-2021,Bro we did thattttt!!!! 💨💨💨
164,18-6-2021,"
“If you no get money e Dey kill idea” - Buju 2021 
(Lol me sef don get quote🤣) https://music.apple.com/ng/album/outside/1565430016?i=1565430022"
165,17-6-2021,As long as the Hennessy for my cup e neva finish 🥃
166,17-6-2021,I promised my fans bragging rights this year. No stopping 🤞🏽❤️
167,16-6-2021,Asa said I’m EXCEPTIONAL 😢
168,14-6-2021,"“o n biinu omo ologo , na your calamity” 
Feeling tomorrow 🎥💥"
169,14-6-2021,"
Some people are troubled inside and try to trouble others because peace is so far from them. I’m not your problem ."
170,11-6-2021,"
I know say one day e go better I go carry Grammy. 🙏🏽"
171,6-6-2021,I’m actually so scared for my country and the future here. So much trouble because people who don’t think are ruling.
172,6-6-2021,I still like the way I’m feeling but the things wey dey stress me no small again 😔
173,5-6-2021,"
Why are our leaders sooo backward ? 🤦🏽‍♂️💔"
174,4-6-2021,"
Be Proud of yourself! E no easy!!"
175,4-6-2021,"
For every little win , for me and the people that support me, I will be loud about it! because you don’t know how many times we lost or were losing and kept our mouths shut."
176,4-6-2021,"
To some , you look better struggling,  begging or just being less of yourself even when you should celebrate yourself for whatever little win you get. Not me sha"
177,4-6-2021,"
People hate it when others blow your trumpet ...they hate it even more when you blow it yourself. Can’t please everybody 🤷🏽‍♂️"
178,2-6-2021,"
2 Fucking Bangersss!!! E be film trick!!🤮🤮🔥🔥"
179,2-6-2021,"
Bro , you should hear the madness from last night 😭🔥"
180,31-5-2021,"
😭😭 No vexx"
181,29-5-2021,Chelsea fans outside like how they’re feeling now 🔵💙
182,28-5-2021,Not really big on challenges but I got one for ballers ⚽️ 🏀 #Outside
183,27-5-2021,"My Label , My Team , My AMAZING FANBASE!! ❤️🌍 TYE!"
184,24-5-2021,"I legit got that mail and froze , shit was crazy"
185,22-5-2021,Me I still dey look for my chedda 💵
186,20-5-2021,If you no get money e dey kill idea 😢
187,21-5-2021,so “Feeling” won’t let me be number 1 ?  na me sing you o ?🥺
188,20-5-2021,"“If you no get money, e dey kill idea”

                                              Buju TYE"
189,19-5-2021,"PLEASE! PLEASE! PLEASE ! 

I need you now more than ever. Please come through for me like never before pleaseeeee 😭🙏🏽"
190,19-5-2021,"
So sorry about your crypto 😢 I dey for you tonight ❤️"
191,11-5-2021,"I know legends whose first major come-ups , awards and recognitions were as a result of their features or contributions to other people’s records but you want to belittle mine like I didn’t bring my A game on ALL?  normal level , Hate what you can’t understand oka4or ❤️"
192,9-5-2021,"Nobody’s fear or insecurity should be your reality! 

Do what you really want to do."
193,9-5-2021,"“you can’t do..” “you can’t drop..” “Nobody does tha..” 

Ma nigga , YOU can’t do that! I CAN!! 

Let me flow!! You no hear!! 

Now music will speak 🌊"
194,9-5-2021,I swear you can’t rub your insecurities on me anymore! Been that singing nigga that know wtf he’s doing and I’m always grafting cause I’m not where I wanna be yet but NO TELL ME SAY I NO SABI!!!
195,7-5-2021,I dey burst my own head 😭
196,29-4-2021,"
“ Odogwu ni mi sha , shey you Dey confirm am for your speaker , this time I call chopstix for assistance , say we go blow your mind Afghanistan “ "
197,18-4-2021,"Now, my music will speak. It’s been love ❤️"
198,14-4-2021,Sorry I’m Late 🧎🏾‍♂️
199,3-3-2021,"Leave follower count, my fans LISTEN!! 
Irreplaceable ❤️ Buju Hive! 🤩"
200,26-2-2021,"
Kizz Daniel and Coublon always doing a madness! 🔥 Everytime!!"
201,20-1-2021,"
How could I have made such a mistake"
202,14-12-2020,"
It’s sickening cause it could have been any one of us. They just wanted to play music and Perform to people who wanted to see them. #FreeOmahLay #FreeTems"
203,14-12-2020,"
How do you get invited to perform at a show , deliver an amazing show and get arrested ?? For what ?? Killing the show?? 😡 #FreeOmahLay #FreeTems"
204,14-12-2020,"
#FreeOmahLay #FreeTems"
205,30-10-2020,"I might be rough around the edges baby, yes."
206,30-10-2020,"“Dem ina ina ina ina ina ina  , I know say dem go pray on my downfall.. I’m still a winner winner winner ..”  -  🦅

#MadeinLagos"
207,24-10-2020,Still on Still #EndSARS
208,21-10-2020,"How can you chase 3 UNARMED men  , Shooting directly at them, hitting 2 and then start CONGRATULATING YOURSELVES ?? FOR WHAT EXACTLY?? WHAT IS HAPPENING?? IN BROAD DAY LIGHT!!"
209,21-10-2020,THEY ARE APPLAUDING THEMSELVES??!! WTH!💔🇳🇬 #EndPoliceBrutalityinNigeraNOW
210,19-10-2020,I actually never thought I’d be so interested in news and history in politics and Nigeria generally. Shook.
211,17-10-2020,"
That’s my team ❤️ #EndSARS"
212,16-10-2020,"
Whoever is leading the praise at the #GbagadaProtest is on 🔥🔥🔥🔥 #EndSARS"
213,16-10-2020,Another day to #EndSARS and #EndSWATInNigeriaNow
214,15-10-2020,"
What an embarrassing government. 💔 How would you rather create problems than solutions??!! Is it cra....?! Me I feel say na ment but we will not STOP. #EndSARS #EndSWAT #SWATMUSTENDNOW #SarsMustGoNow"
215,14-10-2020,"Drop the contact , let me and the person be threatening each other 🙏🏽#EndSWAT #SWATMUSTEND"
216,14-10-2020,"
Misogyny is oozing all over that man and even when he wants to do something right , he always feels threatened with women involving themselves and in most cases performing beyond expectations...e say na “cultist” 🤬 #EndSWAT #SWATMUSTENDNOW"
217,13-10-2020,Women dey do tinsssss!!! 👸🏽
218,10-12-2020,#FREEOJAHBEE #SARSMUSTEND
219,12-10-2020,"Please where is 
@ojahbee
 ??!!!"
220,11-10-2020,Nigerian Politicians are
221,10-10-2020,💔 #JusticeForJimohIsaiq #EndSARSImmediately
222,9-10-2020,#EndSARS #EndSARSImmediately #EndSarsNow
223,4-7-2020,"I know failure no go come my way cause na in Jesus name , wey me I dey pray.🧎‍♂️ #DanielBenson"
224,22-8-2020,"Who God has blessed , no man can curse. ❤️
"
225,19-8-2020,"
It’s not an easy road"
226,5-4-2020,"
‘If you feeling like you can’t level-up , Omo make you nah stop at all , because right when , you start feeling like you can’t level-up , that’s when you have to shut the devil up’ 🕊"
227,14-8-2020,Na this kain match Dey make boys break pad
228,18-8-2020,"
I no be one of those men wey dey fear t*t* ,fuck yansh, check am na kpakurupkpa! 😡 #TAT"
229,21-6-2020,shey ko por leti won ni ? 👑
230,19-6-2020,"
To ba ka e mo woro 👨🏾‍✈️"
231,,Don’t let the industry take you away from friends that matter and have away been for you. 👐🏽
232,9-6-2020,I’m unblocking everyone. The shine must blind you 😂
233,3-6-2020,I just wish the world and liquor could combine 😪
234,2-6-2020,"If your guy is a rapist or he assaults women and you cover it , you’re a bastard and you deserve the worst! 
Yes , You! Bastard!"
235,30-5-2020,And please don’t pit me against my brother’s. It’s their music I listen to to learn and to grow. They’re the geniuses.
236,30-5-2020,"Love to my brothers and sisters doing this. We push such an amazing cause and we are breaking barriers with the music here and beyond. Our Generation. God forbid that i will ever be an instrument of hate , jealousy or envy. Everybody is a winner. ❤️"
237,27-5-2020,"Lord , leriq and I made a song and I told him it’ll end up in FIFA. Please come through for us. 🤲🏼"
238,26-5-2020,O di woro si woro! Emi won wa mi ni igboro 🔥🔥😈
239,26-5-2020,Dang I didn’t see that one cause the tweet was down
240,25-5-2020,"Made this for anyone feeling pressure to accept or take less than you deserve because it’s coming from someone of importance or from a high position. Trust your magic , you’re good. Ma fo fun anybody. Talk am times two. #OnLife https://x.com/BNXN/status/12/BNXN/status/1264832854099398658"
241,22-5-2020,"My dad called to say he woke up missing me and just when he sat in the living room to call me , I popped up on TV😭"
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,,
309,,
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,,
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,,
331,,
332,,
333,,
334,,
335,,
336,,
337,,
338,,
339,,
340,,
341,,
342,,
343,,
344,,
345,,
346,,
347,,
348,,
349,,
350,,
351,,
352,,
353,,
354,,
355,,
356,,
357,,
358,,
359,,
360,,
361,,
362,,
363,,
364,,
365,,
366,,
367,,
368,,
369,,
370,,
371,,
372,,
373,,
374,,
375,,
376,,
377,,
378,,
379,,
380,,
381,,
382,,
383,,
384,,
385,,
386,,
387,,
388,,
389,,
390,,
391,,
392,,
393,,
394,,
395,,
396,,
397,,
398,,
399,,
400,,
401,,
402,,
403,,
404,,
405,,
406,,
407,,
408,,
409,,
410,,
411,,
412,,
413,,
414,,
415,,
416,,
417,,
418,,
419,,
420,,
421,,
422,,
423,,
424,,
425,,
426,,
427,,
428,,
429,,
430,,
431,,
432,,
433,,
434,,
435,,
436,,
437,,
438,,
439,,
440,,
441,,
442,,
443,,
444,,
445,,
446,,
447,,
448,,
449,,
450,,
451,,
452,,
453,,
454,,
455,,
456,,
457,,
458,,
459,,
460,,
461,,
462,,
463,,
464,,
465,,
466,,
467,,
468,,
469,,
470,,
471,,
472,,
473,,
474,,
475,,
476,,
477,,
478,,
479,,
480,,
481,,
482,,
483,,
484,,
485,,
486,,
487,,
488,,
489,,
490,,
491,,
492,,
493,,
494,,
495,,
496,,
497,,
498,,
499,,
500,,
501,,
502,,
503,,
504,,
505,,
506,,
507,,
508,,
509,,
510,,
511,,
512,,
513,,
514,,
515,,
516,,
517,,
518,,
519,,
520,,
521,,
522,,
523,,
524,,
525,,
526,,
527,,
528,,
529,,
530,,
531,,
532,,
533,,
534,,
535,,
536,,
537,,
538,,
539,,
540,,
541,,
542,,
543,,
544,,
545,,
546,,
547,,
548,,
549,,
550,,
551,,
552,,
553,,
554,,
555,,
556,,
557,,
558,,
559,,
560,,
561,,
562,,
563,,
564,,
565,,
566,,
567,,
568,,
569,,
570,,
571,,
572,,
573,,
574,,
575,,
576,,
577,,
578,,
579,,
580,,
581,,
582,,
583,,
584,,
585,,
586,,
587,,
588,,
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,,
599,,
600,,
601,,
602,,
603,,
604,,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,
623,,
624,,
625,,
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,,
644,,
645,,
646,,
647,,
648,,
649,,
650,,
651,,
652,,
653,,
654,,
655,,
656,,
657,,
658,,
659,,
660,,
661,,
662,,
663,,
664,,
665,,
666,,
667,,
668,,
669,,
670,,
671,,
672,,
673,,
674,,
675,,
676,,
677,,
678,,
679,,
680,,
681,,
682,,
683,,
684,,
685,,
686,,
687,,
688,,
689,,
690,,
691,,
692,,
693,,
694,,
695,,
696,,
697,,
698,,
699,,
700,,
701,,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,,
717,,
718,,
719,,
720,,
721,,
722,,
723,,
724,,
725,,
726,,
727,,
728,,
729,,
730,,
731,,
732,,
733,,
734,,
735,,
736,,
737,,
738,,
